Gene ID	GO	KO	KOG	ENZYME	PANTHER	PFAM
MicpuC2.e_gw1.8.329.1	MicpuC2.e_gw1.8.329.1	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">GO:0005515</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR23333" target="_blank">PTHR23333</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR23333:SF4" target="_blank">PTHR23333:SF4</a>	<a href="http://pfam.xfam.org/family/PF00789" target="_blank">PF00789</a> <a href="http://pfam.xfam.org/family/PF08059" target="_blank">PF08059</a>
gm1.8867_g	gm1.8867_g	<a href="http://amigo.geneontology.org/amigo/term/GO:0009396" target="_blank">GO:0009396</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004329" target="_blank">GO:0004329</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K01938" target="_blank">K01938</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.3.4.3" target="_blank">6.3.4.3</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10025" target="_blank">PTHR10025</a>	<a href="http://pfam.xfam.org/family/PF01268" target="_blank">PF01268</a>
MicpuC2.e_gw1.8.603.1	MicpuC2.e_gw1.8.603.1	<a href="http://amigo.geneontology.org/amigo/term/GO:0005509" target="_blank">GO:0005509</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K06268" target="_blank">K06268</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR23056" target="_blank">PTHR23056</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR23056:SF4" target="_blank">PTHR23056:SF4</a>	<a href="http://pfam.xfam.org/family/PF13202" target="_blank">PF13202</a> <a href="http://pfam.xfam.org/family/PF13833" target="_blank">PF13833</a>
MicpuC2.e_gw1.8.580.1	MicpuC2.e_gw1.8.580.1	<a href="http://amigo.geneontology.org/amigo/term/GO:0055114" target="_blank">GO:0055114</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0050660" target="_blank">GO:0050660</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017150" target="_blank">GO:0017150</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008033" target="_blank">GO:0008033</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11082" target="_blank">PTHR11082</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11082:SF25" target="_blank">PTHR11082:SF25</a>	<a href="http://pfam.xfam.org/family/PF01207" target="_blank">PF01207</a>
gm1.9086_g	gm1.9086_g	<a href="http://amigo.geneontology.org/amigo/term/GO:0051082" target="_blank">GO:0051082</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0031072" target="_blank">GO:0031072</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K03686" target="_blank">K03686</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG0715" target="_blank">KOG0715</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR24078" target="_blank">PTHR24078</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR24078:SF315" target="_blank">PTHR24078:SF315</a>	<a href="http://pfam.xfam.org/family/PF00684" target="_blank">PF00684</a> <a href="http://pfam.xfam.org/family/PF01556" target="_blank">PF01556</a> <a href="http://pfam.xfam.org/family/PF00226" target="_blank">PF00226</a>
gm1.9092_g	gm1.9092_g	<a href="http://amigo.geneontology.org/amigo/term/GO:0030170" target="_blank">GO:0030170</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009058" target="_blank">GO:0009058</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=4.4.1.14" target="_blank">4.4.1.14</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=" target="_blank"></a>	<a href="http://pfam.xfam.org/family/PF00155" target="_blank">PF00155</a>
gm1.9099_g	gm1.9099_g	<a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">GO:0003723</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=" target="_blank"></a>	<a href="http://pfam.xfam.org/family/PF02926" target="_blank">PF02926</a>
gm1.9116_g	gm1.9116_g	<a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">GO:0008270</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006351" target="_blank">GO:0006351</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">GO:0003676</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K03145" target="_blank">K03145</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG1105" target="_blank">KOG1105</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11477" target="_blank">PTHR11477</a>	<a href="http://pfam.xfam.org/family/PF01096" target="_blank">PF01096</a> <a href="http://pfam.xfam.org/family/PF07500" target="_blank">PF07500</a>
gm1.9185_g	gm1.9185_g	<a href="http://amigo.geneontology.org/amigo/term/GO:0016787" target="_blank">GO:0016787</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030170" target="_blank">GO:0030170</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009058" target="_blank">GO:0009058</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K00652" target="_blank">K00652</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG1359" target="_blank">KOG1359</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR13693" target="_blank">PTHR13693</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR13693:SF53" target="_blank">PTHR13693:SF53</a>	<a href="http://pfam.xfam.org/family/PF00293" target="_blank">PF00293</a> <a href="http://pfam.xfam.org/family/PF00155" target="_blank">PF00155</a>
gm1.9198_g	gm1.9198_g	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">GO:0003676</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K12741" target="_blank">K12741</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG0144" target="_blank">KOG0144</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR24012" target="_blank">PTHR24012</a>	<a href="http://pfam.xfam.org/family/PF00076" target="_blank">PF00076</a>
gm1.9244_g	gm1.9244_g	<a href="http://amigo.geneontology.org/amigo/term/GO:0046872" target="_blank">GO:0046872</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR14493" target="_blank">PTHR14493</a>	<a href="http://pfam.xfam.org/family/PF00642" target="_blank">PF00642</a> <a href="http://pfam.xfam.org/family/PF13637" target="_blank">PF13637</a>
MicpuC2.e_gw1.8.541.1	MicpuC2.e_gw1.8.541.1	<a href="http://amigo.geneontology.org/amigo/term/GO:0043169" target="_blank">GO:0043169</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005975" target="_blank">GO:0005975</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">GO:0003824</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004553" target="_blank">GO:0004553</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K00700" target="_blank">K00700</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.4.1.18" target="_blank">2.4.1.18</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10357" target="_blank">PTHR10357</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10357:SF110" target="_blank">PTHR10357:SF110</a>	<a href="http://pfam.xfam.org/family/PF00128" target="_blank">PF00128</a> <a href="http://pfam.xfam.org/family/PF02922" target="_blank">PF02922</a> <a href="http://pfam.xfam.org/family/PF02806" target="_blank">PF02806</a>
estExt_Genemark1.C_1_t10127	estExt_Genemark1.C_1_t10127	<a href="http://amigo.geneontology.org/amigo/term/GO:0016301" target="_blank">GO:0016301</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG1116" target="_blank">KOG1116</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.91" target="_blank">2.7.1.91</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR12358" target="_blank">PTHR12358</a>	<a href="http://pfam.xfam.org/family/PF00781" target="_blank">PF00781</a>
estExt_Genemark1.C_1_t20091	estExt_Genemark1.C_1_t20091	<a href="http://amigo.geneontology.org/amigo/term/GO:0006366" target="_blank">GO:0006366</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005665" target="_blank">GO:0005665</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">GO:0003677</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006351" target="_blank">GO:0006351</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003899" target="_blank">GO:0003899</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K03006" target="_blank">K03006</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.6" target="_blank">2.7.7.6</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR19376" target="_blank">PTHR19376</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR19376:SF37" target="_blank">PTHR19376:SF37</a>	<a href="http://pfam.xfam.org/family/PF05001" target="_blank">PF05001</a> <a href="http://pfam.xfam.org/family/PF05000" target="_blank">PF05000</a> <a href="http://pfam.xfam.org/family/PF04983" target="_blank">PF04983</a> <a href="http://pfam.xfam.org/family/PF04990" target="_blank">PF04990</a> <a href="http://pfam.xfam.org/family/PF04992" target="_blank">PF04992</a> <a href="http://pfam.xfam.org/family/PF00623" target="_blank">PF00623</a> <a href="http://pfam.xfam.org/family/PF04997" target="_blank">PF04997</a> <a href="http://pfam.xfam.org/family/PF04998" target="_blank">PF04998</a>
estExt_Genemark1.C_1_t20103	estExt_Genemark1.C_1_t20103	<a href="http://amigo.geneontology.org/amigo/term/GO:0016757" target="_blank">GO:0016757</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006486" target="_blank">GO:0006486</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR31646" target="_blank">PTHR31646</a>	<a href="http://pfam.xfam.org/family/PF01755" target="_blank">PF01755</a> <a href="http://pfam.xfam.org/family/PF11051" target="_blank">PF11051</a>
estExt_Genemark1.C_1_t20255	estExt_Genemark1.C_1_t20255	<a href="http://amigo.geneontology.org/amigo/term/GO:0016598" target="_blank">GO:0016598</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004057" target="_blank">GO:0004057</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K00685" target="_blank">K00685</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG1193" target="_blank">KOG1193</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.3.2.8" target="_blank">2.3.2.8</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR21367" target="_blank">PTHR21367</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR21367:SF1" target="_blank">PTHR21367:SF1</a>	<a href="http://pfam.xfam.org/family/PF04376" target="_blank">PF04376</a> <a href="http://pfam.xfam.org/family/PF04377" target="_blank">PF04377</a>
estExt_Genemark1.C_1_t20316	estExt_Genemark1.C_1_t20316	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">GO:0005515</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.43" target="_blank">2.1.1.43</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR13271" target="_blank">PTHR13271</a>	<a href="http://pfam.xfam.org/family/PF00856" target="_blank">PF00856</a>
estExt_Genemark1.C_1_t20345	estExt_Genemark1.C_1_t20345	<a href="http://amigo.geneontology.org/amigo/term/GO:0000062" target="_blank">GO:0000062</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR23244" target="_blank">PTHR23244</a>	<a href="http://pfam.xfam.org/family/PF00887" target="_blank">PF00887</a> <a href="http://pfam.xfam.org/family/PF13415" target="_blank">PF13415</a> <a href="http://pfam.xfam.org/family/PF13854" target="_blank">PF13854</a>
estExt_Genemark1.C_1_t20352	estExt_Genemark1.C_1_t20352	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K09493" target="_blank">K09493</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11353" target="_blank">PTHR11353</a>	<a href="http://pfam.xfam.org/family/PF00118" target="_blank">PF00118</a>
estExt_Genemark1.C_1_t20353	estExt_Genemark1.C_1_t20353	<a href="http://amigo.geneontology.org/amigo/term/GO:0043565" target="_blank">GO:0043565</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">GO:0006355</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003700" target="_blank">GO:0003700</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K09060" target="_blank">K09060</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR22952" target="_blank">PTHR22952</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR22952:SF123" target="_blank">PTHR22952:SF123</a>	<a href="http://pfam.xfam.org/family/PF00170" target="_blank">PF00170</a>
estExt_Genemark1.C_1_t20358	estExt_Genemark1.C_1_t20358	<a href="http://amigo.geneontology.org/amigo/term/GO:0031625" target="_blank">GO:0031625</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006511" target="_blank">GO:0006511</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K03869" target="_blank">K03869</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG2166" target="_blank">KOG2166</a> <a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG2167" target="_blank">KOG2167</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11932" target="_blank">PTHR11932</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11932:SF74" target="_blank">PTHR11932:SF74</a>	<a href="http://pfam.xfam.org/family/PF10557" target="_blank">PF10557</a> <a href="http://pfam.xfam.org/family/PF00888" target="_blank">PF00888</a>
estExt_Genemark1.C_1_t20397	estExt_Genemark1.C_1_t20397	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K06027" target="_blank">K06027</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.4.6" target="_blank">3.6.4.6</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR23078" target="_blank">PTHR23078</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR23078:SF3" target="_blank">PTHR23078:SF3</a>	<a href="http://pfam.xfam.org/family/PF07724" target="_blank">PF07724</a> <a href="http://pfam.xfam.org/family/PF00004" target="_blank">PF00004</a>
estExt_Genemark1.C_1_t20416	estExt_Genemark1.C_1_t20416	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">GO:0005515</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K11426" target="_blank">K11426</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.43" target="_blank">2.1.1.43</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR12197" target="_blank">PTHR12197</a>	<a href="http://pfam.xfam.org/family/PF01753" target="_blank">PF01753</a> <a href="http://pfam.xfam.org/family/PF00856" target="_blank">PF00856</a>
estExt_Genemark1.C_1_t20417	estExt_Genemark1.C_1_t20417	<a href="http://amigo.geneontology.org/amigo/term/GO:0008234" target="_blank">GO:0008234</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006508" target="_blank">GO:0006508</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG3246" target="_blank">KOG3246</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.4.22.68" target="_blank">3.4.22.68</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR12606" target="_blank">PTHR12606</a>	<a href="http://pfam.xfam.org/family/PF02902" target="_blank">PF02902</a>
