Gene ID	GO	KO	KOG	PANTHER	PFAM
Cz05g37020	GO:0006887 GO:0000145	K07195		PTHR12542 PTHR12542:SF7	PF03081
Cz05g37070	GO:0051536 GO:0016226 GO:0005506			PTHR11178	PF01106
Cz05g37090	GO:0006418 GO:0005524 GO:0004812 GO:0000166	K01868		PTHR11451 PTHR11451:SF32	PF03129 PF00587
Cz05g37100	GO:0043039 GO:0005524	K01868		PTHR11451 PTHR11451:SF32	PF07973
Cz05g37110	GO:0006355 GO:0005634 GO:0003677				PF04689
Cz05g37130	GO:0051603 GO:0005839 GO:0004298	K02731		PTHR11599 PTHR11599:SF15	PF00227
Cz05g37140	GO:0006096 GO:0004332	K01623		PTHR11627 PTHR11627:SF8	PF00274
Cz05g37150	GO:0030126 GO:0016192 GO:0006886 GO:0005198 GO:0030117 GO:0005737	K17301		PTHR10635	PF07718 PF14806 PF01602
Cz05g37180	GO:0005524	K14439	KOG1001 KOG1002	PTHR10799 PTHR10799:SF689	PF00271 PF00176
Cz05g37220	GO:0008270 GO:0005524		KOG0383	PTHR10799 PTHR10799:SF725	PF06465 PF00271 PF00855 PF07496 PF00385 PF00176
Cz05g37230	GO:0016192 GO:0016021 GO:0006810			PTHR23137 PTHR23137:SF6	PF04178
Cz06g00020	GO:0055114 GO:0050660 GO:0016491 GO:0046872			PTHR11908 PTHR11908:SF66	PF01565 PF03450 PF01799 PF01315 PF02738
Cz06g00040	GO:0055114 GO:0003995 GO:0050660 GO:0016627 GO:0008152		KOG0140	PTHR10909 PTHR10909:SF145	PF08028 PF02770 PF02771
Cz06g00050	GO:0005515	K16482	KOG0286	PTHR22847	PF00400
Cz06g00060	GO:0006468 GO:0005524 GO:0004672		KOG0594	PTHR11584 PTHR11584:SF316	PF00069
Cz06g00110	GO:0055085 GO:0016021			PTHR23505 PTHR23505:SF14	PF07690
Cz06g00170	GO:0006629		KOG1600	PTHR11351 PTHR11351:SF2	PF00487
Cz06g00260	GO:0005515			PTHR24123	PF00023
Cz06g00280	GO:0009116			PTHR31299	PF12695 PF00156
Cz06g01020	GO:0016021 GO:0005783	K04710		PTHR12560	PF03798
Cz06g01110	GO:0016868 GO:0006096 GO:0004619	K01834	KOG0235	PTHR11931	PF00300
Cz06g01130	GO:0055114 GO:0016491 GO:0006520	K00261	KOG2250	PTHR11606 PTHR11606:SF13	PF02812 PF00208
Cz06g01150	GO:0015743			PTHR31086	PF13515
Cz06g01160	GO:0016787				PF00293
Cz06g01190	GO:0016787			PTHR11271 PTHR11271:SF33	PF01979
Cz06g01200	GO:0016787			PTHR11271 PTHR11271:SF33	PF01979
Cz06g02030	GO:0005524 GO:0003676		KOG0947		PF00270 PF08148
Cz06g02060	GO:0006281			PTHR11076	PF00817
Cz06g02070	GO:0055114 GO:0046422 GO:0009507	K09839		PTHR33970 PTHR33970:SF1	PF07137
Cz06g02080	GO:0005840	K02888		PTHR21349 PTHR21349:SF0	PF00829
Cz06g02100	GO:0051536 GO:0003824 GO:0051539 GO:0016992 GO:0009107	K03644		PTHR10949 PTHR10949:SF12	PF16881 PF04055
Cz06g02120	GO:0046872 GO:0016791 GO:0008152	K15731	KOG1605	PTHR12210 PTHR12210:SF68	PF00097 PF06888 PF03031
Cz06g02150	GO:0016757 GO:0006486			PTHR31646	PF11051
Cz06g02160	GO:0006418 GO:0005524 GO:0004812 GO:0000166 GO:0005737	K01892	KOG1936	PTHR11476 PTHR11476:SF5	PF00587 PF03129
Cz06g02180	GO:0032012 GO:0005086	K18442		PTHR10663 PTHR10663:SF42	PF16206 PF16213 PF09324 PF12783 PF01369
Cz06g02250	GO:0016021 GO:0006810 GO:0005337	K15014	KOG1479	PTHR10332 PTHR10332:SF10	PF01733
Cz06g03010	GO:0051156 GO:0006096 GO:0005524 GO:0004340			PTHR30514 PTHR30514:SF0	PF02685
Cz06g03090	GO:0006468 GO:0004672 GO:0005524		KOG0583	PTHR24343	PF07714 PF00069
Cz06g03120	GO:0055085 GO:0016021		KOG2615	PTHR23504 PTHR23504:SF1	PF07690
Cz06g03130	GO:0055114 GO:0004616 GO:0051287 GO:0016616 GO:0008152		KOG0069	PTHR10996 PTHR10996:SF161	PF03446 PF00389
Cz06g03180	GO:0005975 GO:0004553			PTHR31451	PF00150
Cz06g03200	GO:0005515			PTHR22880	PF14533 PF00439
Cz06g03210	GO:0050662 GO:0003824		KOG1429 KOG1430 KOG1502	PTHR10366 PTHR10366:SF289	PF01370
Cz06g03230	GO:0016021 GO:0015031			PTHR10687	PF04144
Cz06g03240	GO:0016021 GO:0015031			PTHR10687	PF04144
Cz06g03250	GO:0016020 GO:0016887 GO:0005524		KOG0061	PTHR19241	PF01061 PF00005
Cz06g04010	GO:0031011 GO:0006355 GO:0006281	K11672	KOG0681	PTHR11937 PTHR11937:SF16	PF00022
Cz06g04020	GO:0031011 GO:0006355 GO:0006281			PTHR11937 PTHR11937:SF16	PF00022
Cz06g04060	GO:0000049			PTHR11586	PF01588
Cz06g04110	GO:0003676				PF00076
Cz06g04140	GO:0030915 GO:0006281 GO:0000724			PTHR19306 PTHR19306:SF1	PF13476
Cz06g04150	GO:0006468 GO:0004672		KOG0198	PTHR24362	PF07714
Cz06g04180	GO:0016887 GO:0005524	K03065		PTHR23073 PTHR23073:SF7	PF07728
Cz06g04190	GO:0008374 GO:0019432 GO:0004144			PTHR10408 PTHR10408:SF7	PF03062
Cz06g05010	GO:0008374 GO:0019432 GO:0004144			PTHR10408 PTHR10408:SF7	PF00169
Cz06g05060	GO:0055085 GO:0042626 GO:0016021 GO:0006810 GO:0005524 GO:0016887	K05661		PTHR24221 PTHR24221:SF18	PF00664 PF00005
Cz06g05090	GO:0016887 GO:0005524			PTHR23073 PTHR23073:SF29	PF07728
Cz06g05110	GO:0005524 GO:0003678 GO:0043141	K11338		PTHR11093	PF06068
Cz06g05120	GO:0055114 GO:0016491 GO:0008152	K00131	KOG2450	PTHR11699 PTHR11699:SF29	PF00171
Cz06g05130	GO:0016192 GO:0016021		KOG1983	PTHR10241 PTHR10241:SF25	PF00957
Cz06g05140	GO:0008152 GO:0003824	K00390		PTHR23293 PTHR23293:SF4	PF01507
Cz06g05150	GO:0005525	K07874	KOG0084	PTHR24073 PTHR24073:SF520	PF00025
Cz06g05160	GO:0005525 GO:0003924	K17065	KOG0446	PTHR11566 PTHR11566:SF21	PF02212 PF00350 PF01031
Cz06g06010	GO:0008152 GO:0003824			PTHR11825 PTHR11825:SF24	PF01063
Cz06g06020	GO:0008138 GO:0006470		KOG1718	PTHR10159	PF00782
Cz06g06030	GO:0005783 GO:0045454	K09584		PTHR18929 PTHR18929:SF87	PF07749 PF00085
Cz06g06050	GO:0055085 GO:0016021		KOG2504	PTHR21576	PF07690
Cz06g06070	GO:0003676			PTHR24012	PF00076
Cz06g06080	GO:0003723 GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02987	KOG0378	PTHR11581	PF01479 PF00467 PF16121 PF00900
Cz06g06090	GO:0005524	K09493		PTHR11353	PF00118
Cz06g06130	GO:0002949			PTHR33540 PTHR33540:SF2	PF02367
Cz06g06170	GO:0003723			PTHR24078	PF00013 PF00226
Cz06g06190	GO:0003676	K12741	KOG4205	PTHR24012 PTHR24012:SF478	PF00076
Cz06g07020	GO:0031145 GO:0030071 GO:0005680	K03351		PTHR13260	PF12894 PF12896
Cz06g07030	GO:0008270 GO:0003676 GO:0015074			PTHR11439 PTHR11439:SF185	PF00098 PF13976 PF14223 PF00665 PF07727
Cz06g07090	GO:0006096 GO:0004332	K01623	KOG1557	PTHR11627	PF00274
Cz06g07130	GO:0006310 GO:0006281 GO:0003910 GO:0003677 GO:0005524	K10777	KOG0966	PTHR10459 PTHR10459:SF72	PF04679 PF04675 PF01068
Cz06g07160	GO:0006950 GO:0005516			PTHR31713 PTHR31713:SF2	PF07887
Cz06g08010	GO:0006355 GO:0005739 GO:0003690			PTHR13068	PF02536
Cz06g08020	GO:0003676	K12890	KOG0105	PTHR24012 PTHR24012:SF487	PF00076
Cz06g08040	GO:0006468 GO:0005524 GO:0004672		KOG2345	PTHR24362 PTHR24362:SF260	PF00069
Cz06g08050	GO:0055085	K15275	KOG1583	PTHR10778 PTHR10778:SF10	PF08449
Cz06g08080	GO:0006468 GO:0005524 GO:0004672	K13412	KOG0032	PTHR24349	PF00069
Cz06g08090	GO:0008173 GO:0006396 GO:0003723			PTHR12029 PTHR12029:SF48	PF00588
Cz06g08100	GO:0016773 GO:0005515	K08874		PTHR11139 PTHR11139:SF1	PF00454 PF02259
Cz06g08110	GO:0003676 GO:0006402 GO:0004654 GO:0003723	K00962		PTHR11252	PF00575 PF03725 PF01138
Cz06g08130	GO:0016021 GO:0016020	K15283	KOG1441	PTHR11132 PTHR11132:SF124	PF00892
Cz06g08150	GO:0030170		KOG0257	PTHR11751 PTHR11751:SF428	PF01053
Cz06g08190	GO:0051536 GO:0009055		KOG3309	PTHR23426 PTHR23426:SF25	PF00111
Cz06g08200	GO:0006438 GO:0005737 GO:0005524 GO:0004832 GO:0000166 GO:0006418 GO:0004812	K01873		PTHR11946 PTHR11946:SF76	PF10458 PF08264 PF00133
Cz06g09010	GO:0044237	K03680	KOG1467	PTHR10233 PTHR10233:SF14	PF01008
Cz06g09040	GO:0006464			PTHR12241	PF03133
Cz06g09070	GO:0006464 GO:0004719			PTHR11579	PF01135
Cz06g09090	GO:0055114 GO:0051537 GO:0016491			PTHR21266	PF00355
Cz06g09130	GO:0016887 GO:0005524 GO:0030286 GO:0007018 GO:0003777 GO:0005858 GO:0003341	K10408		PTHR10676 PTHR10676:SF137	PF07728 PF12777 PF12780 PF12781 PF12774 PF08393 PF03028
Cz06g09140	GO:0005524 GO:0003676	K14779	KOG0344	PTHR24031 PTHR24031:SF336	PF00271 PF00270
Cz06g09170	GO:0016884			PTHR11895 PTHR11895:SF7	PF01425
Cz06g09180	GO:0003676	K13091	KOG0147	PTHR24012 PTHR24012:SF361	PF15519 PF00076
Cz06g09200	GO:0030170	K00652	KOG1359	PTHR13693 PTHR13693:SF53	PF01053
Cz06g09230	GO:0006355 GO:0003700 GO:0007275			PTHR32467 PTHR32467:SF34	PF00847
Cz06g10050	GO:0016020 GO:0016021 GO:0015297 GO:0015103	K03325		PTHR10361 PTHR10361:SF31	PF01758
Cz06g10060	GO:0005524 GO:0004797	K00857	KOG3125	PTHR11441	PF00265
Cz06g10070	GO:0005515			PTHR27000	PF08263 PF00560
Cz06g10110	GO:0016021	K17086		PTHR10766 PTHR10766:SF37	PF02990
Cz06g10120	GO:0003676		KOG0131	PTHR24012	PF00076
Cz06g10170	GO:0055114 GO:0016702	K10712	KOG4281	PTHR22966	PF07847
Cz06g10180	GO:0055114 GO:0016491 GO:0016209			PTHR10681 PTHR10681:SF68	PF00578
Cz06g10200	GO:0046854	K15422	KOG1528	PTHR20854 PTHR20854:SF34	PF00459
Cz06g10220	GO:0003677				PF01342 PF01388
Cz06g10230	GO:0008152 GO:0003824	K05607	KOG1679	PTHR11941 PTHR11941:SF61	PF00378
Cz06g10270	GO:0015074			PTHR24559 PTHR24559:SF201	PF00665 PF00078
Cz06g10300	GO:0055114 GO:0006979 GO:0004602		KOG1651	PTHR11592	PF00255
Cz06g10310	GO:0016020	K07052		PTHR10794 PTHR10794:SF52	PF02517
Cz06g11050	GO:0016787				PF01738
Cz06g11090	GO:0005737	K16196		PTHR11476	PF12745 PF13393
Cz06g11100	GO:0005515 GO:0006468 GO:0004672 GO:0005524	K16196	KOG0583 KOG0032 KOG1033 KOG0198	PTHR11042 PTHR11042:SF90	PF05773 PF07714 PF00069
Cz06g11130	GO:0016787 GO:0005524 GO:0003677	K13179	KOG0331	PTHR24031 PTHR24031:SF181	PF04851 PF00271
Cz06g11150	GO:0015074			PTHR24559 PTHR24559:SF201	PF00665
Cz06g11170	GO:0008270 GO:0003676				PF00098 PF03732
Cz06g11180	GO:0043565 GO:0006355 GO:0003700			PTHR22952	PF00170
Cz06g11200	GO:0005515		KOG0296 KOG0315	PTHR22847	PF00400
Cz06g11210	GO:0006355 GO:0006351				PF05066
Cz06g11250	GO:0005634	K06627		PTHR10177	PF02984 PF00134
Cz06g11260	GO:0055114 GO:0050113 GO:0019310 GO:0005737 GO:0005506		KOG1573	PTHR12588	PF05153
Cz06g12010	GO:0008168 GO:0008152		KOG3010	PTHR10108 PTHR10108:SF730	PF08241
Cz06g12020	GO:0008152 GO:0003824 GO:0046912	K01648		PTHR23118	PF00549 PF00285
Cz06g12040	GO:0006355 GO:0005739 GO:0003690				PF02536
Cz06g12050	GO:0006629	K12418	KOG4232	PTHR19353 PTHR19353:SF30	PF00173 PF00487
Cz06g12060	GO:0035556 GO:0016849 GO:0009190				PF00211
Cz06g12080	GO:0055114 GO:0050661 GO:0006006 GO:0004345	K00036		PTHR23429	PF00479 PF02781
Cz06g12090	GO:0006468 GO:0005524 GO:0004672	K06641		PTHR24362 PTHR24362:SF160	PF00069
Cz06g12160	GO:0016757 GO:0006486			PTHR31646 PTHR31646:SF1	PF11051
Cz06g12170	GO:0009349 GO:0009231	K00794	KOG3243	PTHR21058	PF00885
Cz06g12180	GO:0008168 GO:0006479	K11434	KOG1499	PTHR11006 PTHR11006:SF68	PF13847
Cz06g12190	GO:0046355 GO:0004567	K01192	KOG2230	PTHR10066 PTHR10066:SF12	
Cz06g12200	GO:0003697 GO:0006260			PTHR10302	PF00436
Cz06g12240	GO:0016021			PTHR10783	PF03124
Cz06g12260	GO:0005515			PTHR24107 PTHR24107:SF2	PF00560
Cz06g12280	GO:0006950				PF00582
Cz06g13010	GO:0016787 GO:0005524 GO:0003677	K12823		PTHR24031 PTHR24031:SF219	PF04851 PF00271
Cz06g13050	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02914		PTHR14503	PF00468
Cz06g13080	GO:0048487 GO:0042073 GO:0030992			PTHR31432 PTHR31432:SF0	
Cz06g13140	GO:0055085 GO:0016020 GO:0015297 GO:0015238 GO:0006855	K03327	KOG1347	PTHR11206	PF01554
Cz06g13150	GO:0015991 GO:0000221 GO:0046961	K02144	KOG2759	PTHR10698	PF11698 PF03224
Cz06g13180	GO:0008080	K00621		PTHR13355 PTHR13355:SF11	PF00583
Cz06g13230	GO:0051082 GO:0006457 GO:0005783 GO:0005509	K08057	KOG0674	PTHR11073	PF00262
Cz06g13270	GO:0003676 GO:0045292 GO:0005846 GO:0000339	K12883	KOG0121	PTHR18847 PTHR18847:SF0	PF00076
Cz06g13280	GO:0005515			PTHR13271 PTHR13271:SF19	PF00856
Cz06g14010	GO:0003676 GO:0006457 GO:0003755	K09564	KOG0114	PTHR11071 PTHR11071:SF274	PF00076
Cz06g14080	GO:0005515			PTHR13271	PF09273 PF00856
Cz06g14100	GO:0005515	K14556		PTHR19853 PTHR19853:SF0	PF04003 PF00400
Cz06g14110	GO:0006457 GO:0003755 GO:0000413		KOG0865	PTHR11071	PF08231 PF00160
Cz06g14120	GO:0006468 GO:0005524 GO:0004672	K08817	KOG0659	PTHR24056 PTHR24056:SF171	PF00069
Cz06g14170	GO:0016021			PTHR14255 PTHR14255:SF3	PF01925
Cz06g14190	GO:0003676		KOG0145 KOG0144	PTHR24012 PTHR24012:SF359	PF00076
Cz06g14210	GO:0005515				PF00400
Cz06g14220	GO:0005515	K10570	KOG0645	PTHR22850 PTHR22850:SF2	PF00400
Cz06g14230	GO:0030145 GO:0006302 GO:0005634 GO:0004519 GO:0006259 GO:0004527			PTHR10139	PF04152
Cz06g14240	GO:0016787 GO:0006259 GO:0004527	K10865		PTHR10139 PTHR10139:SF1	PF00149
Cz06g14250	GO:0008171		KOG1663	PTHR10509 PTHR10509:SF27	PF13578
Cz06g14280	GO:0046872 GO:0005524		KOG1001	PTHR10799 PTHR10799:SF777	PF00097 PF00271 PF00176
Cz06g15060	GO:0005634 GO:0019901 GO:0006355 GO:0000079	K15188	KOG0834	PTHR10026 PTHR10026:SF51	PF02984 PF00134
Cz06g15070	GO:0008270 GO:0006351 GO:0003676	K03000	KOG2907	PTHR11239 PTHR11239:SF14	PF01096
Cz06g15090	GO:0051603 GO:0005839 GO:0004298	K02729		PTHR11599 PTHR11599:SF14	PF00227
Cz06g15120	GO:0072546 GO:0016021 GO:0005783		KOG4455	PTHR20994 PTHR20994:SF0	PF07019
Cz06g15130	GO:0055114 GO:0003824 GO:0006164 GO:0003938	K00088		PTHR11911 PTHR11911:SF6	PF00571 PF00478
Cz06g15170	GO:0006289 GO:0005634 GO:0003684			PTHR12135	PF03835
Cz06g15180	GO:0003677 GO:0006289 GO:0005634 GO:0003684	K10838		PTHR12135 PTHR12135:SF0	PF10403 PF10404 PF10405
Cz06g15230	GO:0055114 GO:0004616 GO:0051287 GO:0016616 GO:0008152	K00122	KOG0069	PTHR10996 PTHR10996:SF163	PF03446 PF00389
Cz06g15270	GO:0055114 GO:0020037 GO:0006979 GO:0004601	K00434		PTHR31356 PTHR31356:SF1	PF00141
Cz06g16010	GO:0015934 GO:0006412 GO:0003735				PF01783
Cz06g16070	GO:0017119			PTHR21311 PTHR21311:SF0	PF04124
Cz06g16080	GO:0017119			PTHR21311 PTHR21311:SF0	PF04124
Cz06g16140	GO:0005515	K11885	KOG0012	PTHR12917 PTHR12917:SF1	PF00627 PF13650 PF00240
Cz06g16150	GO:0005739	K07555		PTHR13126	PF06644
Cz06g16160	GO:0003676			PTHR10887 PTHR10887:SF366	PF01424 PF13245
Cz06g16190	GO:0005515			PTHR10774	PF00168
Cz06g16220	GO:0055085 GO:0016021	K02575	KOG2533	PTHR23515 PTHR23515:SF2	PF07690
Cz06g16230	GO:0055085 GO:0016021	K08202	KOG0255	PTHR24064	PF07690
Cz06g16240	GO:0003677			PTHR31350	PF08755
Cz06g16260	GO:0016851 GO:0015995 GO:0015979			PTHR32039 PTHR32039:SF9	PF01078
Cz06g17020	GO:0005634		KOG1960	PTHR15744 PTHR15744:SF0	
Cz06g17060	GO:0016020	K02221		PTHR33219 PTHR33219:SF4	PF02325
Cz06g17080	GO:0016787 GO:0006541 GO:0006177 GO:0006164 GO:0005524 GO:0003922	K01951		PTHR11922 PTHR11922:SF2	PF07722 PF00958
Cz06g17100	GO:0006508 GO:0004181			PTHR34217 PTHR34217:SF1	PF02074
Cz06g17170	GO:0016021		KOG1688	PTHR10743	PF03248
Cz06g17230	GO:0008233 GO:0006508 GO:0005634	K02365		PTHR12792	PF12770 PF03568
Cz06g17240	GO:0055114 GO:0016491 GO:0008270	K07512	KOG0025	PTHR11695 PTHR11695:SF590	PF08240 PF00107
Cz06g17260	GO:0055114 GO:0016714 GO:0009072 GO:0005506 GO:0004497	K00500		PTHR11473	PF00351
Cz06g17270	GO:0008152 GO:0004807	K01803	KOG1643	PTHR21139	PF00121
Cz06g18070	GO:0008033 GO:0004540	K03537	KOG4639	PTHR10993 PTHR10993:SF12	PF01900
Cz06g18090	GO:0006508 GO:0004222				PF01432
Cz06g18110	GO:0017176 GO:0016021 GO:0006506				PF05024
Cz06g18130	GO:0003676			PTHR24012	PF00076
Cz06g18140	GO:0016773 GO:0048015 GO:0046854	K00914		PTHR10048 PTHR10048:SF62	PF00792 PF00454 PF00613
Cz06g18150	GO:0055085 GO:0016020 GO:0006810 GO:0015171 GO:0003333		KOG1286	PTHR11785 PTHR11785:SF342	PF00324
Cz06g18160	GO:0003676				PF00076
Cz06g18230	GO:0006355 GO:0003700				PF00847
Cz06g18270	GO:0016020 GO:0004970			PTHR18966	PF00497 PF00060
Cz06g19010	GO:0016021 GO:0004190	K09595	KOG2443	PTHR12174 PTHR12174:SF42	PF04258
Cz06g19020	GO:0055114 GO:0020037 GO:0016705 GO:0005506		KOG0157	PTHR24305 PTHR24305:SF76	PF00067
Cz06g19030	GO:0055114 GO:0016491 GO:0005507		KOG1263	PTHR11709 PTHR11709:SF33	PF00394 PF07732 PF07731
Cz06g19080	GO:0016887 GO:0005524 GO:0016021 GO:0006810 GO:0005215		KOG2355	PTHR19229	PF12698 PF00005
Cz06g19130	GO:0045892 GO:0005634	K15180		PTHR13503	PF06209
Cz06g19150	GO:0006412 GO:0005840 GO:0003735 GO:0003723	K02981	KOG0877	PTHR13718	PF03719 PF00333
Cz06g19170	GO:0003723 GO:0003676	K13126	KOG0123	PTHR24012 PTHR24012:SF491	PF00658 PF00076
Cz06g19180	GO:0016887 GO:0005524 GO:0016020		KOG0061	PTHR19241	PF00005 PF01061
Cz06g19190	GO:0008080			PTHR13947	PF00583
Cz06g19200	GO:0055114 GO:0016491 GO:0010181	K00327	KOG1158	PTHR19384 PTHR19384:SF85	PF00175 PF00258 PF00667
Cz06g19220	GO:0005515				PF00651
Cz06g20010	GO:0016779 GO:0006396 GO:0003723			PTHR13734 PTHR13734:SF5	PF01743
Cz06g20060	GO:0016021		KOG4491	PTHR13353	PF01940
Cz06g20070	GO:0003723				PF00013
Cz06g20100	GO:0055085 GO:0016020 GO:0006810 GO:0005215			PTHR11819 PTHR11819:SF94	PF00474
Cz06g20110	GO:0003677				PF01342
Cz06g20120	GO:0008616 GO:0008479 GO:0006400	K00773		PTHR21148 PTHR21148:SF22	PF01702
Cz06g20180	GO:0005515				PF00612
Cz06g20190	GO:0016810 GO:0006807	K01431	KOG0807	PTHR23088 PTHR23088:SF9	PF00795
Cz06g20210	GO:0006355 GO:0005739 GO:0003690			PTHR13068	PF02536
Cz06g20220	GO:0055085 GO:0016020 GO:0006821 GO:0005247	K05016		PTHR11689 PTHR11689:SF92	PF00571 PF00654
Cz06g20230	GO:0043461	K07556	KOG3015	PTHR21013	PF07542
Cz06g21030	GO:0006412 GO:0005840 GO:0003735	K02877		PTHR11847	PF00827
Cz06g21040	GO:0006412 GO:0005840 GO:0003735	K02877		PTHR11847	PF00827
Cz06g21050	GO:0055114 GO:0006570 GO:0006559 GO:0004411	K00451		PTHR11056	PF04209
Cz06g21060	GO:0005737 GO:0003879 GO:0000287 GO:0000105		KOG2831	PTHR21403 PTHR21403:SF0	PF08029 PF01634
Cz06g21070	GO:0008168 GO:0006139			PTHR12829	PF05063
Cz06g21110	GO:0009073 GO:0003849			PTHR21337 PTHR21337:SF6	PF01474
Cz06g21120	GO:0009073 GO:0003849	K01626		PTHR21337 PTHR21337:SF6	PF01474
Cz06g21140	GO:0016853 GO:0005975		KOG1594	PTHR11122 PTHR11122:SF12	PF01263
Cz06g21150	GO:0046872 GO:0000166			PTHR24093 PTHR24093:SF297	PF00690 PF00702 PF00689 PF00122
Cz06g21170	GO:0016021 GO:0006810 GO:0005215 GO:0016887 GO:0005524		KOG0060	PTHR11384 PTHR11384:SF3	PF05992 PF00005
Cz06g21210	GO:0005515 GO:0008270		KOG1493	PTHR14991 PTHR14991:SF0	PF00612 PF13639
Cz06g21220	GO:0004842			PTHR11254 PTHR11254:SF301	PF00632
Cz06g21270	GO:0016021	K13347	KOG1944	PTHR11266	PF04117
Cz06g21280	GO:0042765 GO:0016255	K05292	KOG2407	PTHR12959 PTHR12959:SF11	PF04113
Cz06g21290	GO:0016884	K02433	KOG1211	PTHR11895 PTHR11895:SF101	PF01425
Cz06g21300	GO:0016780 GO:0016020 GO:0008654	K08744	KOG1617	PTHR14269	PF01066
Cz06g21320	GO:0051225				PF14817
Cz06g22030	GO:0016747	K14458 K14457	KOG0831	PTHR12317 PTHR12317:SF0	PF03982
Cz06g22040	GO:0005515		KOG1030	PTHR10774	PF17047 PF00168
Cz06g22050	GO:0047750 GO:0016125 GO:0016021	K01824		PTHR14207 PTHR14207:SF0	PF05241
Cz06g22060	GO:0005975 GO:0004553				PF00150
Cz06g22100	GO:0005515	K12880	KOG1407	PTHR22839	PF00400
Cz06g22110	GO:0055114 GO:0006779 GO:0004109	K00228	KOG1518	PTHR10755 PTHR10755:SF3	PF01218
Cz06g22140	GO:0008270 GO:0005737 GO:0005524 GO:0004386 GO:0003677 GO:0000184	K14326		PTHR10887 PTHR10887:SF378	PF13086 PF13087 PF09416
Cz06g22170	GO:0006468 GO:0004672		KOG0192	PTHR23257	PF07714
Cz06g22190	GO:0016491 GO:0008152	K11168	KOG1208	PTHR24320 PTHR24320:SF70	PF00106
Cz06g22210	GO:0055085 GO:0016021		KOG0254	PTHR23500 PTHR23500:SF47	PF07690
Cz06g22250	GO:0015074			PTHR24559 PTHR24559:SF201	PF00665 PF00078
Cz06g22280	GO:0051536 GO:0003824 GO:0008173 GO:0006364 GO:0005737	K06941		PTHR30544 PTHR30544:SF6	PF04055
Cz06g22290	GO:0034477 GO:0004518			PTHR13522	PF09749
Cz06g23010	GO:0003676				PF00076
Cz06g23070	GO:0005515		KOG0294 KOG0313 KOG0271 KOG0319 KOG0266	PTHR22847 PTHR22847:SF442	PF00400
Cz06g23110	GO:0008270 GO:0005515			PTHR14155	PF13639
Cz06g23120	GO:0005634 GO:0003677				PF01429
Cz06g23130	GO:2001070			PTHR15048	PF00686
Cz06g23190	GO:0046872 GO:0000166 GO:0019829 GO:0016021 GO:0006812			PTHR24093 PTHR24093:SF126	PF00702 PF00122
Cz06g23230	GO:0006468 GO:0005524 GO:0004672	K17545	KOG0597	PTHR22983 PTHR22983:SF15	PF00069
Cz06g24010	GO:0051603 GO:0005839 GO:0004298	K02734	KOG0177	PTHR11599 PTHR11599:SF6	PF00227
Cz06g24030	GO:0006241 GO:0006228 GO:0006183 GO:0006165 GO:0004550	K00940	KOG0888	PTHR11349	PF00334
Cz06g24050	GO:0015934 GO:0006412 GO:0003735	K02898		PTHR11143	PF16906
Cz06g24070	GO:0030975 GO:0009229 GO:0005524 GO:0004788	K00949	KOG3153	PTHR13622	PF04265 PF04263
Cz06g24140	GO:0030170 GO:0019752 GO:0016831	K01590	KOG0629	PTHR11999 PTHR11999:SF110	PF00282
Cz06g24180	GO:0007018 GO:0003777 GO:0016887 GO:0005858 GO:0001539			PTHR10676 PTHR10676:SF136	PF08393
Cz06g24210	GO:0055085 GO:0016021	K08214		PTHR24002	PF07690
Cz06g24220	GO:0008152 GO:0003824		KOG1175	PTHR24095 PTHR24095:SF153	PF16177 PF13193 PF00501
Cz06g25010	GO:0043565 GO:0008270 GO:0006355 GO:0003700			PTHR10071	PF00320
Cz06g25030	GO:0016021	K17087		PTHR10766 PTHR10766:SF52	PF02990
Cz06g25040	GO:0005975		KOG2772	PTHR10683 PTHR10683:SF18	PF00923
Cz06g25080	GO:0055114 GO:0020037 GO:0016705 GO:0005506	K05917	KOG0684	PTHR24286 PTHR24286:SF24	PF00067
Cz06g25100	GO:0007275 GO:0006265 GO:0005694 GO:0003916 GO:0003677 GO:0003917	K03168		PTHR11390 PTHR11390:SF27	PF04690 PF01396 PF13368 PF01131
Cz06g25110	GO:0006265 GO:0003916 GO:0003677 GO:0003917			PTHR11390 PTHR11390:SF27	PF01751 PF01131
Cz06g25140	GO:0006468 GO:0004672		KOG0192	PTHR23257	PF07714
Cz06g25180	GO:0006810 GO:0005622		KOG2104	PTHR10693 PTHR10693:SF20	PF14259 PF02136
Cz06g25200	GO:0006468 GO:0004672		KOG0032	PTHR24349	PF07714
Cz06g25210	GO:0051536 GO:0003824 GO:0051539 GO:0016992 GO:0009107	K03644		PTHR10949 PTHR10949:SF0	PF04055 PF16881
Cz06g25220	GO:0005515		KOG0617	PTHR35249 PTHR35249:SF1	PF13855 PF13854 PF13415
Cz06g26010	GO:0016020 GO:0015979 GO:0009522	K02698		PTHR34195	PF01241
Cz06g26020	GO:0016593 GO:0016570 GO:0006368	K15174	KOG2478	PTHR23188 PTHR23188:SF12	PF03985
Cz06g26040	GO:0016021 GO:0005783	K04710		PTHR12560	PF03798
Cz06g26070	GO:0030127 GO:0008270 GO:0006888 GO:0006886	K14007		PTHR13803 PTHR13803:SF11	PF04810 PF04815 PF08033 PF04811
Cz06g26130	GO:0003676				PF01585
