Gene ID	GO
Bathy12g02750	
Bathy12g02780	
Bathy12g02800	
Bathy12g02820	
Bathy12g02840	
Bathy12g02850	
Bathy12g02890	
Bathy12g02900	
Bathy12g02920	
Bathy12g02930	
Bathy12g02960	
Bathy12g02980	
Bathy12g02990	
Bathy12g03010	
Bathy12g03020	
Bathy12g03030	
Bathy12g03040	
Bathy12g03050	
Bathy12g03070	
Bathy12g03080	
Bathy12g03100	
Bathy12g03120	
Bathy12g03130	
Bathy12g03140	
Bathy12g03150	
Bathy12g03160	
Bathy12g03180	
Bathy12g03190	
Bathy12g03200	
Bathy12g03220	
Bathy12g03230	
Bathy12g03240	
Bathy12g03290	
Bathy12g03300	
Bathy12g03310	
Bathy12g03320	
Bathy12g03330	
Bathy12g03350	
Bathy12g03360	
Bathy12g03430	
Bathy12g03450	
Bathy12g03490	
Bathy12g03550	
Bathy12g03570	
Bathy12g03600	
Bathy12g03610	
Bathy12g03670	
Bathy12g03680	
Bathy12g03690	
Bathy12g03720	
Bathy12g03730	
Bathy12g03750	
Bathy12g03780	
Bathy12g03810	
Bathy12g03820	
Bathy12g03830	
Bathy12g03840	
Bathy12g03850	
Bathy12g03860	
Bathy12g03880	
Bathy13g00010	
Bathy13g00020	
Bathy13g00030	
Bathy13g00040	
Bathy13g00070	
Bathy13g00080	
Bathy13g00090	
Bathy13g00100	
Bathy13g00120	
Bathy13g00140	
Bathy13g00170	
Bathy13g00190	
Bathy13g02070	
Bathy13g02080	
Bathy13g02090	
Bathy13g02100	
Bathy13g02110	
Bathy13g02120	
Bathy13g02130	
Bathy13g02140	
Bathy13g02150	
Bathy13g02160	
Bathy13g02210	
Bathy13g02240	
Bathy13g02260	
Bathy13g02270	
Bathy13g02280	
Bathy13g02300	
Bathy13g02310	
Bathy13g02330	
Bathy13g02340	
Bathy13g02390	
Bathy13g02400	
Bathy13g02430	
Bathy13g02440	
Bathy13g02460	
Bathy13g02480	
Bathy13g02490	
Bathy13g02500	
Bathy13g02540	
Bathy13g02550	
Bathy13g02570	
Bathy13g02590	
Bathy13g02610	
Bathy13g02640	
Bathy13g02650	
Bathy13g02700	
Bathy13g02710	
Bathy13g02730	
Bathy13g02740	
Bathy13g02750	
Bathy13g02770	
Bathy13g02780	
Bathy13g02790	
Bathy13g02810	
Bathy13g02830	
Bathy13g02860	
Bathy13g02880	
Bathy13g02900	
Bathy13g02910	
Bathy13g02920	
Bathy13g02930	
Bathy13g02940	
Bathy13g02950	
Bathy13g02970	
Bathy13g02990	
Bathy13g03000	
Bathy14g00010	
Bathy14g00020	
Bathy14g00040	
Bathy14g00050	
Bathy14g00070	
Bathy14g00080	
Bathy14g00090	
Bathy14g00110	
Bathy14g00120	
Bathy14g00130	
Bathy14g00140	
Bathy14g00150	
Bathy14g00160	
Bathy14g00170	
Bathy14g00200	
Bathy14g00210	
Bathy14g00220	
Bathy14g00230	
Bathy14g00240	
Bathy14g00260	
Bathy14g00270	
Bathy14g00290	
Bathy14g00300	
Bathy14g00310	
Bathy14g00340	
Bathy14g00360	
Bathy14g00370	
Bathy14g00380	
Bathy14g00400	
Bathy14g00410	
Bathy14g00420	
Bathy14g00440	
Bathy14g00450	
Bathy14g00460	
Bathy14g00470	
Bathy14g00480	
Bathy14g00490	
Bathy14g00500	
Bathy14g00520	
Bathy14g00530	
Bathy14g00560	
Bathy14g00580	
Bathy14g00590	
Bathy14g00600	
Bathy14g00620	
Bathy14g00630	
Bathy14g00640	
Bathy14g00660	
Bathy14g00670	
IPR001537: tRNA/rRNA methyltransferase, SpoU; G3DSA:3.40.1280.10: no description; PTHR12029: FAMILY NOT NAMED; SSF75217: alpha/beta knot	
Bathy17g01750	
Bathy17g01760	
Bathy17g01770	
Bathy17g01780	
Bathy17g01790	
Bathy17g01800	
Bathy17g01820	
Bathy17g01830	
Bathy17g01840	
Bathy17g01850	
Bathy17g01870	
Bathy17g01880	
Bathy17g01930	
Bathy17g01940	
Bathy17g01970	
Bathy17g01990	
Bathy17g02000	
Bathy17g02020	
Bathy17g02100	
Bathy17g02110	
Bathy17g02130	
Bathy17g02160	
Bathy17g02170	
Bathy17g02180	
Bathy17g02200	
Bathy17g02210	
Bathy17g02230	
Bathy17g02260	
Bathy17g02270	
Bathy17g02280	
Bathy18g00040	
Bathy18g00050	
Bathy18g00060	
Bathy18g00070	
Bathy18g00090	
Bathy18g00120	
Bathy18g00130	
Bathy18g00140	
Bathy18g00150	
Bathy18g00170	
Bathy18g00180	
Bathy18g00200	
Bathy18g00240	
Bathy18g00250	
Bathy18g00260	
Bathy18g00270	
Bathy18g00280	
Bathy18g00320	
Bathy18g00330	
Bathy18g00350	
Bathy18g00370	
Bathy18g00390	
Bathy18g00400	
Bathy18g00410	
Bathy18g00440	
Bathy18g00450	
Bathy18g00480	
Bathy18g00490	
Bathy18g00510	
Bathy18g00520	
Bathy18g00540	
Bathy18g00550	
Bathy18g00560	
Bathy18g00590	
Bathy18g00600	
Bathy18g00610	
Bathy18g00660	
Bathy18g00680	
Bathy18g00690	
Bathy18g00730	
Bathy18g00740	
Bathy18g00750	
Bathy18g00780	
Bathy18g00800	
Bathy18g00820	
Bathy18g00830	
Bathy18g00840	
Bathy18g00850	
Bathy18g00860	
Bathy18g00870	
Bathy18g00900	
Bathy18g00930	
Bathy18g00950	
Bathy18g00970	
Bathy18g00980	
Bathy18g01030	
Bathy18g01060	
Bathy18g01070	
Bathy18g01080	
Bathy18g01090	
Bathy18g01100	
Bathy18g01130	
Bathy18g01140	
Bathy18g01150	
Bathy18g01160	
Bathy18g01180	
Bathy18g01190	
Bathy18g01210	
Bathy18g01220	
Bathy18g01230	
Bathy18g01240	
Bathy18g01250	
Bathy18g01270	
Bathy18g01280	
Bathy18g01290	
Bathy18g01300	
Bathy18g01310	
Bathy18g01320	
Bathy18g01350	
Bathy18g01400	
Bathy18g01450	
Bathy18g01460	
Bathy18g01520	
Bathy18g01530	
Bathy18g01550	
Bathy18g01560	
Bathy19g00020	
Bathy19g00030	
Bathy19g00040	
Bathy19g00050	
Bathy19g00060	
Bathy19g00070	
Bathy19g00110	
Bathy19g00120	
Bathy19g00130	
Bathy19g00160	
Bathy19g00175	
Bathy19g00180	
Bathy19g00190	
Bathy19g00200	
Bathy19g00220	
Bathy19g00230	
Bathy19g00240	
Bathy19g00250	
Bathy19g00270	
Bathy19g00290	
Bathy19g00300	
Bathy19g00310	
Bathy19g00320	
Bathy19g00330	
Bathy19g00340	
Bathy19g00350	
Bathy19g00360	
Bathy19g00370	
Bathy19g00380	
Bathy19g00390	
Bathy19g00400	
Bathy19g00410	
Bathy19g00430	
Bathy19g00440	
Bathy19g00450	
Bathy19g00460	
Bathy19g00470	
Bathy19g00480	
Bathy19g00490	
Bathy19g00500	
Bathy19g00520	
Bathy19g00530	
Bathy19g00540	
Bathy19g00550	
Bathy19g00560	
Bathy19g00570	
Bathy19g00580	
Bathy19g00600	
Bathy19g00610	
Bathy19g00620	
Bathy19g00630	
Bathy19g00640	
Bathy19g00660	
Bathy19g00670	
Bathy19g00690	
Bathy19g00710	
Bathy101g00020	
Bathy102g00010	
Bathy102g00030	
Bathy105g00010	
Bathy106g00010	
Bathy106g00050	
Bathy107g00020	
Bathy107g00030	
Bathy107g00040	
Bathy110g00020	
Bathy111g00020	
Bathy113g00050	
Bathy114g00010	
Bathy114g00020	
Bathy114g00030	
Bathy115g00020	
Bathy116g00020	
Bathy116g00030	
Bathy117g00010	
Bathy117g00020	
Bathy117g00030	
Bathy117g00040	
Bathy118g00010	
Bathy118g00020	
Bathy118g00030	
Bathy119g00010	
Bathy119g00040	
Bathy120g00020	
Bathy120g00030	
Bathy121g00010	
Bathy121g00030	
Bathy121g00040	
Bathy122g00020	
Bathy122g00030	
Bathy126g00030	
Bathy127g00010	
Bathy22g00040	
Bathy22g00080	
Bathy22g00100	
Bathy22g00130	
Bathy22g00140	
Bathy22g00150	
Bathy22g00170	
Bathy22g00180	
Bathy22g00190	
Bathy22g00200	
Bathy22g00210	
Bathy22g00220	
Bathy22g00250	
Bathy22g00260	
Bathy22g00270	
Bathy22g00310	
Bathy22g00330	
Bathy22g00360	
Bathy22g00370	
Bathy22g00380	
Bathy22g00390	
Bathy22g00410	
Bathy22g00420	
Bathy22g00450	
Bathy23g00010	
Bathy23g00020	
Bathy23g00030	
Bathy23g00080	
Bathy23g00090	
Bathy23g00100	
Bathy23g00110	
Bathy23g00130	
Bathy23g00140	
Bathy23g00170	
Bathy23g00200	
Bathy23g00260	
Bathy23g00280	
Bathy23g00310	
Bathy23g00330	
Bathy23g00350	
Bathy23g00360	
Bathy23g00370	
Bathy23g00380	
Bathy23g00400	
Bathy23g00410	
Bathy23g00420	
Bathy23g00430	
Bathy25g00040	
Bathy25g00080	
Bathy25g00110	
Bathy25g00140	
Bathy25g00160	
Bathy25g00170	
Bathy25g00190	
Bathy25g00200	
Bathy25g00210	
Bathy25g00220	
Bathy25g00250	
Bathy25g00280	
Bathy25g00290	
Bathy25g00300	
Bathy25g00310	
Bathy25g00320	
Bathy25g00360	
Bathy25g00380	
Bathy26g00010	
Bathy26g00020	
Bathy26g00030	
Bathy26g00040	
Bathy26g00070	
Bathy26g00080	
Bathy26g00090	
Bathy26g00100	
Bathy26g00120	
Bathy26g00140	
Bathy26g00150	
Bathy26g00180	
Bathy26g00190	
Bathy26g00220	
Bathy26g00250	
Bathy26g00260	
Bathy26g00280	
Bathy26g00290	
Bathy26g00300	
Bathy26g00320	
Bathy26g00340	
Bathy26g00350	
Bathy26g00360	
Bathy27g00020	
Bathy27g00030	
Bathy27g00060	
Bathy27g00080	
Bathy27g00120	
Bathy29g00010	
Bathy29g00030	
Bathy29g00050	
Bathy29g00060	
Bathy29g00070	
Bathy29g00120	
Bathy29g00130	
Bathy29g00155	
Bathy29g00170	
Bathy29g00190	
Bathy29g00200	
Bathy30g00020	
Bathy30g00030	
Bathy30g00060	
Bathy30g00070	
Bathy30g00080	
Bathy30g00100	
Bathy30g00110	
Bathy30g00120	
Bathy30g00130	
Bathy30g00150	
Bathy30g00160	
Bathy30g00180	
Bathy30g00240	
Bathy31g00010	
Bathy31g00020	
Bathy31g00030	
Bathy31g00080	
Bathy31g00090	
Bathy46g00030	
Bathy46g00050	
Bathy46g00070	
Bathy46g00100	
Bathy47g00060	
Bathy47g00080	
Bathy47g00110	
Bathy48g00080	
Bathy48g00090	
Bathy49g00030	
Bathy49g00050	
Bathy49g00060	
Bathy49g00070	
Bathy49g00080	
Bathy49g00100	
Bathy51g00010	
Bathy51g00020	
Bathy51g00030	
Bathy51g00040	
Bathy51g00050	
Bathy51g00130	
Bathy52g00020	
Bathy52g00060	
Bathy52g00100	
Bathy54g00010	
Bathy54g00070	
Bathy54g00090	
Bathy55g00030	
Bathy55g00040	
Bathy55g00070	
Bathy55g00080	
Bathy55g00100	
Bathy56g00020	
Bathy56g00030	
Bathy56g00040	
Bathy56g00050	
Bathy56g00090	
Bathy56g00100	
Bathy57g00010	
Bathy57g00020	
Bathy57g00030	
Bathy57g00060	
Bathy58g00020	
Bathy58g00040	
Bathy58g00050	
Bathy58g00060	
Bathy58g00070	
Bathy58g00080	
Bathy58g00090	
Bathy59g00010	
Bathy59g00040	
PTHR24802: FAMILY NOT NAMED; IPR001057: Glutamate/acetylglutamate kinase; IPR010237: Pyrimidine 5-nucleotidase; IPR001048: Aspartate/glutamate/uridylate kinase; IPR023214: HAD-like domain; IPR006402: HAD-superfamily hydrolase, subfamily IA, variant 3	
Bathy61g00020	
Bathy61g00030	
Bathy61g00040	
Bathy61g00050	
Bathy62g00010	
Bathy62g00040	
Bathy62g00050	
Bathy63g00030	
Bathy63g00040	
Bathy63g00060	
Bathy63g00080	
Bathy64g00030	
Bathy64g00050	
Bathy65g00010	
Bathy65g00050	
Bathy65g00060	
Bathy66g00030	
Bathy66g00050	
Bathy67g00010	
Bathy67g00050	
Bathy67g00060	
Bathy68g00010	
Bathy69g00040	
Bathy70g00020	
Bathy71g00040	
Bathy71g00060	
Bathy72g00010	
Bathy72g00020	
Bathy72g00040	
Bathy73g00010	
Bathy73g00030	
Bathy74g00040	
Bathy74g00050	
Bathy75g00020	
Bathy76g00010	
Bathy76g00020	
Bathy77g00010	
Bathy77g00030	
Bathy77g00040	
Bathy78g00030	
Bathy78g00040	
Bathy79g00020	
Bathy79g00030	
Bathy80g00030	
Bathy80g00040	
Bathy80g00050	
Bathy81g00020	
Bathy82g00010	
Bathy82g00020	
Bathy83g00010	
Bathy83g00020	
Bathy83g00050	
Bathy84g00010	
Bathy85g00020	
Bathy86g00030	
Bathy92g00040	
Bathy93g00040	
Bathy94g00030	
Bathy94g00060	
Bathy95g00020	
Bathy95g00030	
Bathy98g00020	
Bathy98g00030	
Bathy99g00030	
