Gene ID	GO	KO	PFAM
ME000358S06246	GO:0006850 GO:0005743	K22139	PF03650
ME000358S06247	GO:0020037		PF00042
ME000296S05102	GO:0005515	K24725	PF00400 PF12894
ME000296S05105	GO:0008270		PF00643
ME000324S05313	GO:0016746		PF00198
ME000324S05317	GO:0016746		PF00198
ME000324S05322	GO:0008168		PF03141
ME000324S05331	GO:0006914 GO:1990316	K08331	PF10033
ME000236S03868	GO:0022857 GO:0055085 GO:0016021		PF00083 PF07690
ME000228S03435	GO:0003729 GO:0006378 GO:0005849	K14397	PF13869
ME000228S03437	GO:0005515		PF00856 PF09273
ME000228S03438	GO:0046855	K01082	PF00459
ME000228S03439	GO:0003824	K18482	PF01063
ME000228S03448	GO:0004553 GO:0005975	K05349	PF00933 PF01915
ME000228S03449	GO:0005515 GO:0046872		PF00400 PF00097
ME000228S03451	GO:0004553 GO:0005975		PF00933 PF01915
ME000228S03453	GO:0004553 GO:0005975		PF00933 PF01915
ME000228S03454	GO:0008234 GO:0006508	K08596	PF02902
ME000228S03455	GO:0005515		PF02985
ME000228S03456	GO:0004553 GO:0005975		PF00933 PF01915
ME000162S01677	GO:0005515	K14299	PF00400
ME000162S01679	GO:0005515		PF13855 PF12799
ME000162S01684	GO:0005515		PF00856
ME000162S01688	GO:0008168 GO:0006480	K16219	PF05891 PF13649
ME000162S01690	GO:0003723 GO:0006396		PF01805
ME000162S01692	GO:0008168	K00558	PF00145
ME000162S01693	GO:0008759 GO:0009245	K02535	PF03331
ME000162S01694	GO:0004672 GO:0005524 GO:0006468		PF00069
ME000162S01695	GO:0004672 GO:0005524 GO:0006468 GO:0005515		PF00069 PF13855 PF07714 PF00560 PF13516
ME000162S01696	GO:0008531 GO:0009231	K20884	PF01687 PF13419 PF12710
ME000162S01701	GO:0016757	K03847	PF03901
ME000162S01706	GO:0004556 GO:0005509 GO:0005975 GO:0003824		PF07821 PF00128
ME000407S06939	GO:0003682		PF06047
ME000407S06943	GO:0045454		PF00085
ME000407S06944	GO:0016787 GO:0046872	K03426	PF00293 PF09296 PF09297
ME000407S06949	GO:0005515 GO:0004672 GO:0006468 GO:0005524		PF13855 PF07714 PF00069 PF00560
ME000407S06950	GO:0015165 GO:0090481 GO:0000139 GO:0016021	K15272	PF04142 PF16913
ME000407S06951	GO:0016491 GO:0055114	K00231	PF01593 PF13450
ME000407S06952	GO:0009116		PF13793 PF00156
ME000407S06953	GO:0003924	K03531	PF00091 PF12327
ME000407S06954	GO:0005515		PF09732 PF10312
ME000407S06958	GO:0009055 GO:0015035 GO:0045454 GO:0005515 GO:0035556		PF04784 PF00462 PF13417 PF00610
ME000407S06960	GO:0005524 GO:0051082 GO:0006457	K04079	PF00183 PF02518 PF13589
ME000407S06961	GO:0050043		PF09861
ME000407S06962	GO:0004181 GO:0008270 GO:0006508		PF00246
ME000407S06963	GO:0003676		PF00096
ME000407S06965	GO:0005515		PF00595
ME000407S06966	GO:0008686 GO:0009231		PF00926
ME000407S06967	GO:0003676	K11294	PF00076
ME000407S06968	GO:0016787		PF07722 PF00117
ME000407S06972	GO:0003924 GO:0005525	K07870	PF08356 PF00071 PF08355 PF08477
ME000407S06973	GO:0004386 GO:0003676 GO:0005524	K12818	PF04408 PF07717 PF00271 PF00270 PF13401
ME000407S06974	GO:0016773 GO:0005975	K00854	PF00370 PF02782
ME000439S07371	GO:0016787		PF12697 PF00561 PF12146 PF06821
ME000156S01493	GO:0003676	K02945	PF00575
ME000156S01497	GO:0005515		PF00043 PF02798 PF13410 PF13417 PF14497
ME000156S01498	GO:0005524 GO:0016887	K03695	PF07724 PF17871 PF00004 PF10431 PF02861 PF07728
ME000156S01502	GO:0003735 GO:0006412 GO:0005840	K02881	PF00861
ME000156S01504	GO:0003735 GO:0006412	K02935	PF00542
ME000156S01505	GO:0000724	K08775	PF09169 PF09103
ME000156S01513	GO:0004514 GO:0009435 GO:0016763	K00767	PF01729 PF02749
ME000156S01518	GO:0004519 GO:0006281	K21813	PF04493
ME000156S01519	GO:0003824	K14760	PF00501 PF13193
ME000156S01521	GO:0003755		PF00254
ME000156S01522	GO:0003676 GO:0005524		PF00270
ME000156S01523	GO:0046422 GO:0055114 GO:0009507		PF07137
ME001742S01976	GO:0006355 GO:0005515 GO:0000160 GO:0003824 GO:0050662		PF13426 PF00989 PF08448 PF13188 PF08447 PF00072 PF01370
ME001742S01977	GO:0000166 GO:0004812 GO:0005524 GO:0006418 GO:0016787		PF00579 PF01979
ME001742S01978	GO:0003723 GO:0009982 GO:0001522 GO:0009451		PF00849 PF01479
ME001742S01979	GO:0004176 GO:0004252 GO:0006508 GO:0005524 GO:0016887	K08675	PF05362 PF02190 PF00004 PF07728 PF08298
ME001742S01980	GO:0004107 GO:0009073		PF01264
ME001742S01981	GO:0016773 GO:0005975		PF00012 PF06723 PF02782
ME001742S01982	GO:0003677 GO:0003899 GO:0006351 GO:0003735 GO:0006412 GO:0005840	K03046	PF00562 PF04998 PF04997 PF00623 PF04561 PF00687 PF03946 PF04565 PF00542 PF00298 PF04983 PF04563 PF10385 PF04560 PF05000
ME001742S01983	GO:0003676 GO:0005524 GO:0003677 GO:0016787		PF00270 PF00271 PF03880 PF04851
ME001742S01984	GO:0003924 GO:0005525 GO:0006355		PF00009 PF03144 PF02357 PF00467 PF01926
ME001742S01985	GO:0016226 GO:0005524 GO:0016887		PF00266 PF01458 PF00005
ME000639S08910	GO:0016491 GO:0055114	K17839	PF01593 PF13450 PF07992 PF00890
ME1111023C05717	GO:0005524		PF00004 PF07724 PF01695
ME000037S06497	GO:0003676	K12881	PF00076 PF13865
ME000037S06498	GO:0005515		PF00856 PF09273
ME000037S06501	GO:0003924 GO:0005525 GO:0003723 GO:0003724	K07936	PF00071 PF08477 PF00025 PF00910
ME000037S06508	GO:0008168		PF08241
ME000037S06510	GO:0005543		PF07651 PF01417
ME000037S06513	GO:0016627 GO:0055114 GO:0005737	K00207	PF01180
ME000037S06515	GO:0003777 GO:0005524 GO:0008017 GO:0007018	K10406	PF00225 PF16796
ME000037S06516	GO:0003824 GO:0009058	K06210	PF01467
ME000037S06518	GO:0008270	K16276	PF01814 PF14599 PF05495 PF13639
ME000037S06520	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
ME000037S06522	GO:0008168		PF08241 PF13649 PF08242 PF01209 PF13847
ME000037S06523	GO:0003700 GO:0006355 GO:0005667	K04683	PF08781 PF02319
ME000037S06524	GO:0016788		PF13359 PF04827
ME000037S06525	GO:0003824 GO:0050662 GO:0003854 GO:0016616 GO:0006694 GO:0055114	K15891	PF01370 PF01073 PF13460 PF16363 PF07993 PF05368 PF02719 PF04321
ME000037S06526	GO:0008324 GO:0006812 GO:0055085 GO:0016021		PF01545 PF16916
ME000037S06527	GO:0022857 GO:0055085 GO:0016021	K03444	PF00083 PF07690
ME000037S06530	GO:0003824 GO:0051536		PF04055
ME000037S06531	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
ME000037S06537	GO:0003333	K03834	PF03222
ME000037S06538	GO:0000160		PF00072
ME000037S06539	GO:0000160		PF00072
ME000037S06541	GO:0016491 GO:0016209 GO:0055114		PF08534 PF00578
ME000037S06543	GO:0051287 GO:0055114 GO:0016616	K15893	PF02826 PF00389
ME000037S06544	GO:0016491 GO:0016209 GO:0055114		PF08534 PF00578
ME000037S06546	GO:0008253 GO:0009264		PF06941 PF03031
ME000037S06547	GO:0055114		PF00107 PF13602 PF08240
ME000037S06548	GO:0000287 GO:0004427 GO:0006796 GO:0005737		PF00719
ME000270S04605	GO:0009496 GO:0051537 GO:0055114 GO:0042651 GO:0016491	K02636	PF08802 PF00355
ME000270S04607	GO:0003700 GO:0006355		PF00847
ME001799S02307	GO:0000166 GO:0004812 GO:0005524 GO:0006418		PF00133 PF09334
ME000126S00224	GO:0004332 GO:0006096	K01623	PF00274
ME000033S05720	GO:0022857 GO:0055085 GO:0016021		PF07690 PF00083
ME000033S05736	GO:0005515	K09613	PF01398 PF18323
ME000033S05740	GO:0003847 GO:0016042	K01062	PF03403 PF12740
ME000033S05742	GO:0005525		PF01926
ME000033S05745	GO:0003824 GO:0050662	K01711	PF16363 PF01370
ME000033S05748	GO:0005509		PF03372 PF13833 PF00036
ME000033S05752	GO:0004553 GO:0005975		PF00722
ME000033S05753	GO:0005515		PF00400
ME000033S05754	GO:0005515	K07204	PF14538 PF00400
ME000033S05755	GO:0004488 GO:0055114		PF02882 PF00763
ME000033S05756	GO:0004553 GO:0005975		PF00722
ME000168S01775	GO:0005216 GO:0006811 GO:0055085 GO:0016020		PF08016 PF00520
ME000168S01778	GO:0004672 GO:0005524 GO:0006468	K20717	PF00069 PF07714
ME000168S01782	GO:0030170 GO:0019346	K01739	PF01053
ME000168S01795	GO:0008963 GO:0016021	K01001	PF00953
ME000168S01796	GO:0008234 GO:0006508		PF00112
ME000168S01797	GO:0015986	K24962	PF07946 PF02823
ME000168S01799	GO:0008234 GO:0006508		PF00112
ME000082S09926	GO:0016020 GO:0016021		PF00892
ME000082S09927	GO:0043022 GO:0042256	K03264	PF01912
ME000082S09929	GO:0005525	K13427	PF10235 PF01926
ME000082S09930	GO:0006450	K02435	PF02686
ME000082S09932	GO:0050661	K00286	PF14748 PF03807 PF03446
ME000082S09933	GO:0004553 GO:0005975	K21362	PF00232
ME000082S09934	GO:0005524 GO:0008716	K01961	PF02786 PF00289 PF02785 PF02222 PF07478
ME000082S09935	GO:0004553 GO:0005975		PF00232
ME000082S09936	GO:0015979 GO:0009523 GO:0009654 GO:0016020	K08903	PF03912
ME000082S09937	GO:0005634		PF08711
ME000082S09939	GO:0016192 GO:0030008	K20303	PF04099
ME000082S09941	GO:0008234 GO:0006508		PF00112 PF01476
ME000082S09942	GO:0005506 GO:0016491 GO:0008610 GO:0055114	K00227	PF04116
ME000082S09943	GO:0005515		PF13621 PF02373 PF12937 PF00646
ME000082S09947	GO:0004489 GO:0006555 GO:0055114		PF02219
ME000082S09948	GO:0003824 GO:0046537 GO:0046872		PF10143 PF01676
ME000082S09951	GO:0005524 GO:0016301	K00876	PF00485
ME000082S09957	GO:0004650 GO:0005975	K01184	PF00295
ME000082S09961	GO:0008270	K10691	PF13764 PF00569
ME000082S09963	GO:0004252 GO:0016021	K09651	PF01694
ME000082S09964	GO:0008641	K12164	PF00899
ME000082S09965	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005
ME000082S09966	GO:0003824 GO:0050662 GO:0003854 GO:0016616 GO:0006694 GO:0055114	K03953	PF01370 PF13460 PF01073 PF05368 PF00106
ME000082S09968	GO:0006886 GO:0016192 GO:0030117 GO:0030131	K11824	PF01602 PF02296 PF02883
ME000082S09970	GO:0055085 GO:0016020	K22047	PF00924
ME000082S09971	GO:0005515	K14556	PF00400 PF04003
ME000082S09974	GO:0016157 GO:0005985	K00695	PF00862 PF00534 PF13692
ME000340S05809	GO:0005515 GO:0004672 GO:0006468		PF13855 PF07714 PF12799 PF00560 PF08263
ME000340S05810	GO:0000160 GO:0000155 GO:0007165		PF00072 PF00512 PF02518
ME000340S05812	GO:0003824 GO:0050662	K01711	PF16363 PF01370
ME000340S05813	GO:0003700 GO:0006352 GO:0006355 GO:0003677 GO:0016987	K03086	PF04542 PF04545 PF00140
ME000340S05823	GO:0003924 GO:0005525	K07910	PF00071 PF08477 PF00025 PF01926 PF04670 PF09439
ME000340S05824	GO:0005096	K12492	PF01412
ME000340S05826	GO:0022857 GO:0055085	K13783	PF07690
ME000340S05828	GO:0005515	K10290	PF04379 PF12937
ME000008S10111	GO:0003735 GO:0006412 GO:0005840	K02879	PF01196
ME000008S10114	GO:0005515		PF13855 PF00560 PF13516 PF08263
ME000008S10115	GO:0003700 GO:0043565 GO:0006355		PF03106
ME000008S10120	GO:0005509 GO:0015979 GO:0009523 GO:0009654 GO:0019898		PF01789
ME000008S10121	GO:0007029 GO:0005789		PF07086
ME000008S10125	GO:0003677 GO:0003918 GO:0005524 GO:0006265 GO:0003916	K02469	PF00521 PF03989
ME000950S10215	GO:0004478 GO:0006556		PF02773 PF02772
ME000950S10217	GO:0016616 GO:0051287 GO:0055114		PF03720
ME1119049C07595	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
ME000053S08210	GO:0017119	K20295	PF04124 PF08700
ME000053S08211	GO:0016730 GO:0055114	K17892	PF02943
ME000053S08212	GO:0003950 GO:0006471	K10798	PF00644 PF02877
ME000053S08213	GO:0005515	K01800	PF02798 PF13409 PF13417
ME000053S08215	GO:0005515		PF02798 PF13417 PF00043 PF13409 PF14497 PF13410
ME000053S08219	GO:0018279 GO:0005789	K12670	PF03345
ME000053S08220	GO:0000049		PF01588
ME000053S08221	GO:0003676		PF00076 PF07145
ME000053S08222	GO:0005975	K00616	PF00923
ME000053S08223	GO:0016655 GO:0055114 GO:0005886		PF11910
ME000053S08225	GO:0003824 GO:0050662 GO:0003854 GO:0016616 GO:0006694 GO:0055114	K01784	PF16363 PF01370 PF01073 PF02719 PF04321 PF07993
ME000053S08229	GO:0005524 GO:0005515	K22531	PF00004 PF17862 PF00439
ME000053S08230	GO:0005524		PF00004
ME000053S08231	GO:0003723 GO:0006396	K00962	PF01138 PF03725 PF03726 PF00013
ME000053S08232	GO:0004420 GO:0050662 GO:0015936 GO:0055114	K00021	PF00368
ME000053S08233	GO:0016491 GO:0055114 GO:0046872	K00106	PF02738 PF00941 PF03450 PF01799 PF01315
ME000053S08238	GO:0005509	K06268	PF13202 PF13833
ME000053S08239	GO:0003824	K14803	PF00481
ME000053S08240	GO:0016021	K17086	PF02990
ME000053S08243	GO:0004788 GO:0005524 GO:0009229 GO:0030975	K00949	PF04263 PF04265
ME000053S08245	GO:0005515	K17890	PF00400 PF08614
ME000053S08246	GO:0008251 GO:0002100 GO:0008703 GO:0009231 GO:0055114	K11752	PF00383 PF14437 PF01872
ME000053S08247	GO:0016798	K16329	PF04227
ME000053S08250	GO:0003700 GO:0006355	K09286	PF00847
ME000053S08253	GO:0004222 GO:0006508 GO:0007155 GO:0016020	K01404	PF01457
ME000053S08258	GO:0003712 GO:0006357 GO:0016592	K13528	PF08612
ME000053S08260	GO:0016021	K17087	PF02990
ME000053S08261	GO:0003684 GO:0008534 GO:0006289 GO:0006284	K03660	PF07934 PF00730
ME000053S08262	GO:0006464	K23735	PF03099
ME000053S08265	GO:0015979 GO:0009522 GO:0016020	K02698	PF01241
ME000053S08267	GO:0006511	K14016	PF03152
ME000053S08269	GO:0005524 GO:0016887	K09013	PF00005
ME000433S07364	GO:0016853 GO:0005975	K01792	PF01263
ME000433S07367	GO:0005515		PF00856
ME000433S07368	GO:0008270 GO:0018024 GO:0034968 GO:0005634		PF05033
ME000374S06657	GO:0030246		PF00139 PF04862 PF18483
ME000374S06659	GO:0003735 GO:0006412 GO:0005840	K02922	PF01907
ME000374S06660	GO:0003735 GO:0006412 GO:0005840	K02957	PF00410
ME000374S06661	GO:0000166 GO:0004812 GO:0005524 GO:0006418	K01867	PF00579
ME000374S06662	GO:0008184 GO:0005975	K00688	PF00343
ME000374S06664	GO:0016209 GO:0016491 GO:0055114 GO:0051920	K03386	PF00578 PF08534 PF10417
ME000374S06668	GO:0009058 GO:0016851	K03403	PF02514 PF11965
ME000435S07278	GO:0016491 GO:0055114		PF01266 PF13450
ME000435S07279	GO:0003824 GO:0050662 GO:0003854 GO:0016616 GO:0006694 GO:0055114		PF01370 PF16363 PF13460 PF01073 PF07993 PF05368
ME000435S07280	GO:0003824	K17506	PF00481
ME000435S07281	GO:0005506 GO:0016491 GO:0008610 GO:0055114		PF12076 PF04116
ME000435S07284	GO:0016491	K03809	PF03358 PF02525
ME000435S07286	GO:0003755 GO:0000413	K01802	PF00160
ME000604S08830	GO:0016787	K01466	PF01979 PF07969
ME000604S08832	GO:0003777 GO:0005524 GO:0008017 GO:0007018		PF00225
ME1156365C09490	GO:0000287 GO:0004427 GO:0006796 GO:0005737	K01507	PF00719
ME1156365C09491	GO:0070402 GO:0055114 GO:0005515		PF02670 PF13288 PF08436
ME000159S01607	GO:0005515	K22262	PF02138 PF15787 PF00400 PF14844
ME000159S01610	GO:0016491 GO:0055114		PF03435 PF00056
ME000159S01612	GO:0006629		PF01764
ME000159S01614	GO:0004222 GO:0005524 GO:0006508 GO:0016887 GO:0003678	K08955	PF01434 PF00004 PF17862 PF07728 PF06068
ME000159S01616	GO:0004298 GO:0051603 GO:0005839	K02738	PF00227
ME000159S01617	GO:0005506 GO:0016705 GO:0020037 GO:0055114	K09837	PF00067
ME000159S01620	GO:0003676		PF00076
ME000159S01623	GO:0006397		PF01480
ME000159S01624	GO:0044237	K03754	PF01008
ME000159S01625	GO:0003677 GO:0004518	K08991	PF02732
ME000362S06106	GO:0004672 GO:0005524 GO:0006468	K04371	PF00069 PF07714 PF06293
ME000362S06109	GO:0005524 GO:0009058	K01930	PF08245
ME000362S06111	GO:0006629		PF01764
ME000063S08920	GO:0022857 GO:0055085 GO:0016021		PF00083 PF07690
ME000063S08921	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
ME000063S08925	GO:0004252 GO:0016021		PF01694
ME000063S08928	GO:0008270		PF04640 PF00643
ME000063S08930	GO:0000030 GO:0030176	K03845	PF05208
ME000063S08933	GO:0005515		PF07707 PF00651
ME000063S08934	GO:0005381 GO:0034755 GO:0016021		PF06963
ME000063S08935	GO:0004252 GO:0006508		PF00089
ME000063S08936	GO:0004252 GO:0006508		PF00089
ME000063S08937	GO:0004176 GO:0004252 GO:0006508 GO:0005524 GO:0016887 GO:0009378 GO:0006281 GO:0006310	K08675	PF05362 PF00004 PF07728 PF05496 PF07724 PF08298
ME000063S08939	GO:0022857 GO:0055085 GO:0016021	K24193	PF00083 PF07690
ME000063S08945	GO:0003682		PF16719
ME000310S05198	GO:0009231 GO:0009349	K00794	PF00885
ME000310S05199	GO:0036459 GO:0016579 GO:0004843		PF00443 PF06337 PF13423
ME000310S05204	GO:0009058	K13950	PF00425 PF04715 PF00117
ME000310S05205	GO:0046983 GO:0006351 GO:0003899	K03020	PF13656 PF01193
ME000310S05206	GO:0006886 GO:0006888 GO:0030127 GO:0008270	K14006	PF04811 PF08033 PF04815 PF04810 PF00626
ME000242S03921	GO:0004518 GO:0006281	K04799	PF00752 PF00867
ME000242S03924	GO:0003777 GO:0005524 GO:0008017 GO:0007018	K10405	PF00225 PF16796
ME000242S03925	GO:0003774 GO:0005524 GO:0016459 GO:0005515	K10357	PF00063 PF01843 PF00612
ME000242S03926	GO:0016021		PF03124
ME000242S03927	GO:0005515	K12200	PF03097 PF13949
ME000242S03931	GO:0016021		PF06814
ME000242S03932	GO:0005515	K10143	PF00400
ME000242S03936	GO:0097020 GO:0006888 GO:0016021		PF04148
ME000242S03939	GO:0015930 GO:0016638 GO:0006537 GO:0055114 GO:0016491 GO:0006807	K00284	PF00310 PF01645 PF01493 PF04898
ME000242S03944	GO:0030170 GO:0009058	K14454	PF00155
ME000242S03947	GO:0003677 GO:0005634		PF03110
ME000242S03948	GO:0005524 GO:0006355 GO:0005634		PF08879 PF08880
ME000242S03952	GO:0004672 GO:0005524 GO:0006468	K08850	PF00069 PF07714
ME000242S03953	GO:0004672 GO:0005524 GO:0006468		PF00069
ME000242S03955	GO:0003676 GO:0005524		PF00270
ME000242S03956	GO:0004066 GO:0006529		PF00733
ME000242S03957	GO:0003735 GO:0006412 GO:0005840	K02920	PF01158
ME000242S03960	GO:0003735 GO:0006412 GO:0005840	K02913	PF00471
ME000242S03961	GO:0004018 GO:0006188		PF08328
ME000227S03468	GO:0016021		PF05562
ME000227S03470	GO:0003824 GO:0050662		PF08547 PF01370
ME000227S03472	GO:0003735 GO:0006412 GO:0005840	K02930	PF00573 PF14374
ME000227S03477	GO:0003723		PF06485
ME000227S03478	GO:0016020	K21891	PF01956
ME000227S03481	GO:0003723 GO:0004540	K18681	PF00773 PF17849
ME000653S08917	GO:0017150 GO:0050660 GO:0008033 GO:0055114	K05539	PF01207
ME000271S04466	GO:0000160 GO:0000155 GO:0007165		PF00072 PF05231 PF02518 PF00512
ME000271S04467	GO:0005524 GO:0009029 GO:0009245	K00912	PF02606
ME000271S04468	GO:0055085 GO:0016021 GO:0005509		PF01699 PF13499 PF13202
ME000271S04470	GO:0005515	K10640	PF05773
ME000911S10321	GO:0004553 GO:0005975	K01179	PF00759
ME001046S10632	GO:0005524 GO:0008134 GO:0006355 GO:0000160 GO:0016887		PF00158 PF00072 PF14532 PF00004 PF07728
ME001046S10633	GO:0016779 GO:0009058		PF00483
ME000302S04970	GO:0000160 GO:0000155 GO:0007165		PF02518 PF00072 PF00512
ME000302S04976	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
ME000302S04978	GO:0005515	K21888	PF13417 PF13409 PF02798 PF13410
ME000302S04981	GO:0005507 GO:0016491 GO:0055114		PF07731 PF00394 PF07732
ME000302S04982	GO:0005515		PF00400
ME000302S04983	GO:0008270 GO:0046872		PF13639 PF12678 PF00097
ME000302S04984	GO:0005507 GO:0016491 GO:0055114		PF07732 PF07731 PF00394
ME1156381C09476	GO:0005524 GO:0016887 GO:0008134 GO:0006355		PF07724 PF17871 PF00004 PF10431 PF08922 PF02861 PF07728 PF13376 PF00158
ME1156381C09478	GO:0016624	K00164	PF02779 PF00676 PF16870 PF10988 PF01381 PF12844
ME1156381C09479	GO:0008410 GO:0003824		PF16119 PF04127 PF01144 PF02441
ME1156381C09480	GO:0016787		PF01975
ME1156381C09481	GO:0016746		PF00198 PF00364
ME000243S03968	GO:0005524 GO:0030983 GO:0006298	K08740	PF00488 PF05192 PF05190
ME000243S03969	GO:0005524 GO:0030983 GO:0006298		PF05188
ME000243S03972	GO:0046872	K19045	PF13639 PF13923 PF17123 PF00097
ME000243S03974	GO:0016810 GO:0005975		PF01522
ME000243S03975	GO:0016787	K01307	PF07722
ME000243S03977	GO:0003854 GO:0016616 GO:0006694 GO:0055114 GO:0003824 GO:0050662		PF01073 PF01370 PF16363 PF14934 PF13460 PF04321 PF02719 PF07993
ME000243S03978	GO:0051287 GO:0004471 GO:0055114	K00028	PF03949 PF00390
ME000243S03981	GO:0016597 GO:0016743 GO:0006520	K00611	PF00185 PF02729
ME000243S03982	GO:0016846		PF04828
ME000243S03983	GO:0005524 GO:0016887		PF00005
ME000243S03984	GO:0005515 GO:0004842 GO:0016567		PF00514 PF04564
ME000243S03985	GO:0005524 GO:0016887		PF00005 PF12848
ME000243S03986	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005 PF12698
ME000243S03987	GO:0016020 GO:0016021 GO:0055085		PF03151 PF00892 PF08449
ME000243S03988	GO:0005515		PF00646
ME000243S03989	GO:0046872		PF13639 PF17123 PF13923 PF00097
ME000243S03990	GO:0003676 GO:0005524 GO:0046872		PF10354 PF00271 PF00270 PF00642
ME000243S03991	GO:0005524 GO:0016887		PF12698 PF00005
ME000243S03994	GO:0055114 GO:0005507 GO:0016491	K05909	PF00394 PF07732 PF07731
ME000243S03996	GO:0008289		PF07059 PF01852
ME000243S03997	GO:0016021	K07297	PF03006
ME000243S04000	GO:0009055 GO:0015035 GO:0045454 GO:0005515		PF00462 PF13417 PF13409
ME000243S04009	GO:0005515	K24758	PF00400
ME000243S04010	GO:0042025	K21777	PF00134 PF02984
ME000243S04011	GO:0006508	K06972	PF08367 PF05193 PF00675
ME000243S04013	GO:0005507 GO:0009055		PF00127
ME001848S02295	GO:0030170 GO:0009058 GO:0019346		PF00155 PF01041 PF01053 PF00266
ME000306S05267	GO:0005216 GO:0006811 GO:0055085 GO:0016020		PF08016 PF00520 PF00066
ME000306S05268	GO:0016255 GO:0042765	K05291	PF10510
ME000306S05269	GO:0005524	K09495	PF00118
ME000306S05272	GO:0003735 GO:0006412 GO:0005840	K02905	PF01779
ME000306S05274	GO:0006352 GO:0005669	K03129	PF05236
ME000306S05277	GO:0006887 GO:0000145		PF03081
ME000306S05280	GO:0006887 GO:0000145	K07195	PF03081
ME000306S05283	GO:0003677 GO:0006383 GO:0005666	K03026	PF05132
ME000306S05286	GO:0005515	K24634	PF00856
ME000306S05289	GO:0003777 GO:0005524 GO:0008017 GO:0007018 GO:0005515	K10393	PF00225 PF16796 PF00536 PF07647
ME000517S08001	GO:0005515	K10523	PF00651
ME000517S08002	GO:0003676		PF13041 PF01535 PF12854 PF13812 PF17177 PF00076
ME000517S08004	GO:0005634	K12873	PF01125
ME000517S08005	GO:0005515	K11971	PF05773 PF01485
ME000521S08087	GO:0004018 GO:0006188	K01756	PF00206 PF08328
ME000326S05457	GO:0016491 GO:0055114		PF01408 PF02894
ME000326S05459	GO:0016765 GO:0016021	K23094	PF01040
ME000326S05462	GO:0006325 GO:0008080	K11303	PF10394 PF00583
ME000343S05844	GO:0000160		PF02518 PF00072
ME000343S05846	GO:0016021	K22985	PF06814
ME000343S05850	GO:0003676	K12890	PF00076
ME000343S05851	GO:0017176 GO:0006506 GO:0016021	K03860	PF05024
ME000343S05852	GO:0003735 GO:0006412 GO:0005840	K02895	PF17136 PF00467
ME000343S05859	GO:0004252 GO:0006508		PF00082 PF17766 PF02225
ME000343S05862	GO:0003735 GO:0006412 GO:0005840	K02923	PF01781
ME000343S05868	GO:0004386	K14780	PF07717 PF04408
ME000343S05871	GO:0000166 GO:0003677	K02327	PF00136 PF14260
ME000343S05874	GO:0004386	K14442	PF04408 PF00271
ME000059S08571	GO:0003676 GO:0008270		PF00098 PF06839 PF13917
ME000059S08572	GO:0004553 GO:0005975	K12373	PF00728 PF14845
ME000059S08575	GO:0016788		PF13359 PF04827
ME000244S04020	GO:0046933 GO:0015986	K02137	PF00213
ME000244S04022	GO:0005515	K12880	PF00400
ME000244S04025	GO:0005524		PF00118
ME000244S04030	GO:0006281 GO:0030915	K22817	PF07574 PF08746
