Gene ID	GO	ENZYME	PANTHER	PFAM
Phatr3_J48646	GO:0015031 GO:0007034		PTHR22761	PF03357
Phatr3_J48694	GO:0004412 GO:0055114 GO:0016491 GO:0050661 GO:0006520 GO:0009097 GO:0009088 GO:0009082 GO:0008652 GO:0009086	1.1.1.3	PTHR43331	PF00742 PF03447
Phatr3_J48608	GO:0016020 GO:0016021			
Phatr3_J38978	GO:0003676 GO:0008270 GO:0016020 GO:0016021			PF00098
Phatr3_J48556	GO:0016757		PTHR20961 PTHR20961:SF38	PF04577
Phatr3_J48642	GO:0016020 GO:0016021			
Phatr3_J15214	GO:0016020 GO:0016021		PTHR10250 PTHR10250:SF17	PF01124
Phatr3_J48607	GO:0016020 GO:0016021			
Phatr3_J48620	GO:0003677 GO:0003824 GO:0016787 GO:0006281 GO:0006284		PTHR42944	PF00633 PF00730 PF14815
Phatr3_J15121	GO:0000166 GO:0003924 GO:0005525		PTHR23115 PTHR23115:SF188	PF00009 PF03143
Phatr3_J48660	GO:0016020 GO:0016021		PTHR23130 PTHR23130:SF115	
Phatr3_J15211	GO:0006355 GO:0003676 GO:0003677		PTHR11544 PTHR11544:SF57	PF00313
Phatr3_EG02255	GO:0003676 GO:0015074	2.7.7.7	PTHR44381 PTHR44381:SF3	PF07727
Phatr3_J48601	GO:0016020 GO:0016021		PTHR33973	PF07103
Phatr3_J48612	GO:0005515		PTHR44483	PF13516
Phatr3_EG02254	GO:0003676 GO:0015074	2.7.7.7	PTHR44381 PTHR44381:SF3	PF07727
Phatr3_J29660	GO:0055114 GO:0016491		PTHR19370 PTHR19370:SF174	PF00175 PF00970
Phatr3_J39237	GO:0055114 GO:0008270 GO:0016491		PTHR43006 PTHR43006:SF4	PF00107 PF08240
Phatr3_EG02257	GO:0005737 GO:0003676 GO:0006508 GO:0008233 GO:0016787 GO:0005634 GO:0090305 GO:0000502 GO:0004175 GO:0004298 GO:0005839 GO:0051603 GO:0004527		PTHR12341 PTHR12341:SF7	PF00227 PF03159 PF17846 PF18332
Phatr3_J39214	GO:0016020 GO:0016021			
Phatr3_J48536	GO:0005975 GO:0004553 GO:0016020 GO:0016021			
Phatr3_J22597	GO:0006351 GO:0005634 GO:0006366 GO:0006383 GO:0005665 GO:0005666 GO:0005736		PTHR10917 PTHR10917:SF0	PF03870
Phatr3_J48701	GO:0006355 GO:0003700 GO:0043565			PF07716
Phatr3_J15217	GO:0055114 GO:0051287 GO:0008168 GO:0016616		PTHR10996 PTHR10996:SF169	PF00389 PF00596 PF02826 PF08241
Phatr3_J39131	GO:0006412 GO:0003735 GO:0005840 GO:0019843		PTHR21011	PF01250
Phatr3_J48510	GO:0016020 GO:0016021		PTHR33876	
Phatr3_J39065	GO:0016021 GO:0008152 GO:0008146 GO:0016020			PF03567
Phatr3_J48602	GO:0000166 GO:0003676 GO:0003723		PTHR43268 PTHR43268:SF2	PF12368 PF17773
Phatr3_J48685	GO:0018193			PF05118
Phatr3_J4423	GO:0005515		PTHR10625 PTHR10625:SF130	PF00023 PF00850 PF12796
Phatr3_J29711	GO:0015991 GO:0046961 GO:0033178		PTHR12317 PTHR12317:SF29	PF01991
Phatr3_J48637	GO:0016020 GO:0016021		PTHR22950 PTHR22950:SF308	PF01490
Phatr3_J48703	GO:0005515		PTHR13271	PF00856
Phatr3_J48613	GO:0005515		PTHR19959	PF13181
Phatr3_J48647	GO:0016020 GO:0016021			
Phatr3_J48554	GO:0003677 GO:0005634			PF00505
Phatr3_J38985	GO:0031314 GO:0016020 GO:0005739 GO:0005743 GO:0006744		PTHR12922	PF05019
Phatr3_J48547	GO:0006413 GO:0003743 GO:0001731 GO:0003723		PTHR12217	PF01253
Phatr3_J48511	GO:0015703 GO:0015109 GO:0016020 GO:0016021		PTHR33567	PF02417
Phatr3_J48625	GO:0006807 GO:0016151		PTHR33620 PTHR33620:SF1	PF01730 PF01774
Phatr3_J48558	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J48567	GO:0043087 GO:0048193		PTHR12817 PTHR12817:SF0	PF04051
Phatr3_J48680	GO:0008152 GO:0016787			PF00149
Phatr3_J15125	GO:0050577 GO:0042351 GO:0003824 GO:0050662 GO:0009226 GO:0016491 GO:0055114	1.1.1.271	PTHR43238 PTHR43238:SF1	PF01370
Phatr3_J48697	GO:0008152 GO:0016757		PTHR20961	PF04577
Phatr3_J48559	GO:0043130 GO:0004190 GO:0006508		PTHR12917 PTHR12917:SF1	PF09668
Phatr3_J39151	GO:0006213 GO:0006206 GO:0004645 GO:0016763 GO:0008152 GO:0016757 GO:0016154 GO:0016740 GO:0009032	2.4.2.4	PTHR10515 PTHR10515:SF0	PF00591 PF02885 PF07831
Phatr3_J48569	GO:0017009 GO:0016829			PF06206
Phatr3_J8000	GO:0003723 GO:0006396 GO:0001510 GO:0008173		PTHR12029 PTHR12029:SF11	PF00588
Phatr3_J29658	GO:0055114 GO:0016491		PTHR19370 PTHR19370:SF174	PF00175 PF00970
Phatr3_J48704	GO:0008152 GO:0008168 GO:0032259		PTHR43591	PF13649
Phatr3_J48544	GO:0016020 GO:0016021			
Phatr3_J22622	GO:0005525 GO:0003924 GO:0016020 GO:0005739 GO:0000166 GO:0016787 GO:0005743 GO:0006412 GO:0043022 GO:0005759 GO:0045727		PTHR43512 PTHR43512:SF1	PF00009 PF00679 PF03144 PF06421
Phatr3_J6834	GO:0016740 GO:0009116		PTHR11776	PF00156
Phatr3_J39052	GO:0005515		PTHR44149 PTHR44149:SF1	PF01535 PF13041 PF13812
Phatr3_J15145	GO:0033179 GO:0033177 GO:0015991 GO:0015078		PTHR10263 PTHR10263:SF5	PF00137
Phatr3_J52425	GO:0007096 GO:0004721 GO:0006470 GO:0004725 GO:0016311 GO:0008138 GO:0016791		PTHR23339 PTHR23339:SF27	PF00782 PF14671
Phatr3_J48626	GO:0016020 GO:0016021			
Phatr3_J29702	GO:0043419 GO:0016810 GO:0046872 GO:0016787 GO:0006807 GO:0009039 GO:0016151	3.5.1.5	PTHR33569	PF00449 PF00547 PF00699 PF01979
Phatr3_EG00496	GO:0003676			
Phatr3_J39093	GO:0003824 GO:0030170 GO:0009058		PTHR43795 PTHR43795:SF2	PF00155
Phatr3_J48587	GO:0034477 GO:0016787 GO:0006397 GO:0005634 GO:0090305 GO:0004518 GO:0008380 GO:0000175 GO:1990838 GO:0090503		PTHR13522	PF09749
Phatr3_EG00465	GO:0008270		PTHR31973	PF10551
Phatr3_J48590	GO:0016020 GO:0016021		PTHR36974	
Phatr3_J48552	GO:0016020 GO:0016021			
Phatr3_J39045	GO:0005634 GO:0003677			
Phatr3_J48575	GO:0016020 GO:0016021			
Phatr3_J48673	GO:0016020 GO:0016021			
Phatr3_J39150	GO:0016020 GO:0016021			
Phatr3_J48702	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J48655	GO:0016020 GO:0016021			
Phatr3_J29666	GO:0016020 GO:0016021		PTHR20992	PF04087
Phatr3_J48621	GO:0003676 GO:0015074		PTHR44381 PTHR44381:SF3	
Phatr3_J54935	GO:0016020 GO:0006810 GO:0015031 GO:0008565 GO:0030122 GO:0006886		PTHR11753 PTHR11753:SF6	PF01217
Phatr3_J48622	GO:0016020 GO:0016021			
Phatr3_J48683	GO:0005515		PTHR24153 PTHR24153:SF8	PF12796
Phatr3_J38995	GO:0016020 GO:0016021			
Phatr3_J228	GO:0000166 GO:0016021		PTHR42861 PTHR42861:SF35	PF00122 PF00689 PF00690 PF00702 PF13246
Phatr3_J7018	GO:0006810 GO:0015031 GO:0006890 GO:0030126		PTHR11043 PTHR11043:SF0	PF01217
Phatr3_EG02259	GO:0000166 GO:0005524 GO:0016887 GO:0016020 GO:0016021		PTHR30028	PF00005 PF03649
Phatr3_J22568	GO:0055114 GO:0016491 GO:0003824 GO:0010181 GO:0052854 GO:0052852 GO:0052853 GO:0003973		PTHR10578	PF01070
Phatr3_J39066	GO:0003723 GO:0003676		PTHR15838 PTHR15838:SF1	PF00575
Phatr3_J48594	GO:0016020 GO:0016021			
Phatr3_J22525	GO:0008152 GO:0016874 GO:0016881 GO:0016740 GO:0000166 GO:0005524		PTHR24068 PTHR24068:SF120	PF00179
Phatr3_J48611	GO:0005096 GO:0043547		PTHR21422	PF13890
Phatr3_J22510	GO:0006629 GO:0020037 GO:0046872 GO:0016020 GO:0016021 GO:0016491 GO:0055114		PTHR19353 PTHR19353:SF14	PF00173 PF00487
Phatr3_J29758	GO:0008270 GO:0006508 GO:0008237 GO:0016887 GO:0016020 GO:0005524 GO:0046872 GO:0016787 GO:0008233 GO:0004177		PTHR11533 PTHR11533:SF205	PF00005 PF01061 PF01433 PF11838 PF17900
Phatr3_J48666	GO:0003824 GO:0008152 GO:0016020 GO:0016021		PTHR43201 PTHR43201:SF10	PF00501 PF00550
Phatr3_J48638	GO:0004518 GO:0003677 GO:0006281 GO:0016788 GO:0003824 GO:0046872 GO:0005739 GO:0016787 GO:0005634 GO:0090305 GO:0006260 GO:0006974 GO:0005654 GO:0005730 GO:0004519 GO:0006284 GO:0000287 GO:0004527 GO:0008409 GO:0017108 GO:0043137		PTHR11081 PTHR11081:SF9	PF00752 PF00867
Phatr3_J48668	GO:0005515 GO:0016020 GO:0016021			PF10302 PF13373
Phatr3_J38977	GO:0003824 GO:0008152			
Phatr3_EG01957	GO:0045454		PTHR45184	PF00085 PF00226
Phatr3_J48506	GO:0016020 GO:0016021			
Phatr3_J39209	GO:0005515		PTHR13271 PTHR13271:SF83	PF00856
Phatr3_J48628	GO:0016020 GO:0016021			
Phatr3_J54940	GO:0016021 GO:0016020 GO:0055114		PTHR23130	PF03188
Phatr3_J15229	GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0004674	2.7.11.1	PTHR43895	PF00069
Phatr3_J48662	GO:0005515 GO:0016020 GO:0016021		PTHR11102	PF08238
Phatr3_J15180	GO:0008299		PTHR12001 PTHR12001:SF47	PF00348
Phatr3_J48546	GO:0016020 GO:0016021			
Phatr3_J48591	GO:0016020 GO:0016021 GO:0016192		PTHR21136 PTHR21136:SF75	PF00957
Phatr3_J5145	GO:0003924 GO:0006807 GO:0016151		PTHR31715	PF02492
Phatr3_J522	GO:0031369 GO:0005852 GO:0006413 GO:0003743 GO:0003723		PTHR13937 PTHR13937:SF0	PF01399 PF05470
Phatr3_J48565	GO:0016020 GO:0016021		PTHR33683 PTHR33683:SF39	
Phatr3_J15134	GO:0016740 GO:0000166 GO:0005524 GO:0016301 GO:0016310 GO:0008152		PTHR10285 PTHR10285:SF81	PF00485
Phatr3_J48596	GO:0016021 GO:0055085 GO:0016020		PTHR20772 PTHR20772:SF1	PF07690
Phatr3_J48707	GO:0015708 GO:0016020 GO:0016021			PF03842
Phatr3_J48658	GO:0016021 GO:0016020 GO:0055114		PTHR23130 PTHR23130:SF115	PF03188
Phatr3_EG01961	GO:0016887 GO:0042626 GO:0005524 GO:0055085 GO:0016021		PTHR19229	PF00005
Phatr3_J48519	GO:0005515		PTHR23030 PTHR23030:SF22	PF00627 PF03097 PF13949
Phatr3_J15264	GO:0000166 GO:0005524 GO:0008152 GO:0005874 GO:0007018 GO:0008017 GO:0003777 GO:0005871 GO:0045454 GO:0015035 GO:0009055 GO:0003774		PTHR24115 PTHR24115:SF535	PF00225
Phatr3_J15140	GO:0005992 GO:0003824	2.4.1.15	PTHR10788 PTHR10788:SF72	PF00982 PF02358
Phatr3_J22609	GO:0033179 GO:0033177 GO:0015991 GO:0015078		PTHR10263 PTHR10263:SF5	PF00137
Phatr3_J48572	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J2966	GO:0003824 GO:0008152 GO:0016829 GO:0030170	2.8.1.7	PTHR11601 PTHR11601:SF52	PF00266
Phatr3_J15371	GO:0016020 GO:0016021		PTHR35688 PTHR35688:SF3	PF03703
Phatr3_J48855	GO:0000166 GO:0005524 GO:0005634		PTHR12755 PTHR12755:SF3	PF16575
Phatr3_J48786	GO:0003676 GO:0006396 GO:0005622 GO:0005515		PTHR44917	PF02037 PF17874
Phatr3_J48901	GO:0055114 GO:0046872 GO:0006801 GO:0016020 GO:0016021			
Phatr3_J15349	GO:0000166 GO:0005622 GO:0006810 GO:0005783 GO:0005525 GO:0006886 GO:0015031 GO:0005794 GO:0016192 GO:0007264		PTHR11711 PTHR11711:SF12	PF00025
Phatr3_J15341	GO:0016021 GO:0016020		PTHR11266 PTHR11266:SF17	PF04117
Phatr3_J29821	GO:0006004 GO:0004560 GO:0005975	3.2.1.51	PTHR10030 PTHR10030:SF2	PF01120 PF16757
Phatr3_J15310	GO:0006511 GO:0036459 GO:0016579		PTHR44033	PF00443
Phatr3_J48810	GO:0008152 GO:0016874 GO:0016881 GO:0016740 GO:0000166 GO:0005524		PTHR43953 PTHR43953:SF2	PF00179
Phatr3_J39403	GO:0003824 GO:0008152		PTHR12486 PTHR12486:SF5	PF11969
Phatr3_J48825	GO:0016020 GO:0016021			
Phatr3_J39335	GO:0006355 GO:0003700		PTHR12632 PTHR12632:SF6	PF02045
Phatr3_EG02237	GO:0016020 GO:0005506 GO:0055114 GO:0016491 GO:0055085 GO:0016706 GO:0016705 GO:0031418 GO:0016021 GO:0046872		PTHR10869 PTHR10869:SF84	PF00924 PF01549 PF13640
Phatr3_J48717	GO:0016021 GO:0006508 GO:0004252 GO:0016020		PTHR45186	PF01694
Phatr3_J48817	GO:0046983			
Phatr3_J48912	GO:0008270 GO:0046872 GO:0003676		PTHR22938	
Phatr3_J39466	GO:0016021 GO:0016020		PTHR10057	PF03073
Phatr3_J15355	GO:0045116 GO:0019781 GO:0008641		PTHR10953 PTHR10953:SF29	PF00899
Phatr3_J15472	GO:0016020		PTHR10050 PTHR10050:SF46	
Phatr3_J39438	GO:0016020 GO:0016021		PTHR33443 PTHR33443:SF2	
Phatr3_J48875	GO:0003723		PTHR22792	PF05383
Phatr3_J48886	GO:0016021 GO:1902600 GO:0006810 GO:0055085 GO:0006812 GO:0015297 GO:0015299 GO:0016020		PTHR10110 PTHR10110:SF86	PF00999
Phatr3_J48881	GO:0016020 GO:0016021			
Phatr3_J39282	GO:0006004 GO:0004560 GO:0005975	3.2.1.51	PTHR10030 PTHR10030:SF40	PF01120 PF16757
Phatr3_J22774	GO:0005840		PTHR11524 PTHR11524:SF16	PF00327 PF08079
Phatr3_J22713	GO:0000166 GO:0005525 GO:0015031 GO:0007264 GO:0003924		PTHR24073 PTHR24073:SF666	PF00071
Phatr3_J48882	GO:0009507 GO:0016020 GO:0018298 GO:0016021 GO:0015979 GO:0009523 GO:0009579 GO:0016168 GO:0009765 GO:0009535		PTHR21649 PTHR21649:SF15	PF00504
Phatr3_J39390	GO:0003676 GO:0015074			PF00665 PF13976
Phatr3_J48815	GO:0005515		PTHR13271 PTHR13271:SF38	PF00856 PF09273
Phatr3_J15399	GO:0016021 GO:0006508 GO:0008233 GO:0005787 GO:0006465 GO:0016020		PTHR13085	PF06703
Phatr3_J54958	GO:0016020		PTHR23222 PTHR23222:SF0	PF01145
Phatr3_J48864	GO:0003854 GO:0055114 GO:0016491 GO:0016616 GO:0006694 GO:0016020 GO:0016021		PTHR43349 PTHR43349:SF7	PF01073
Phatr3_J29885	GO:0042823 GO:0003824 GO:0008152 GO:0042819	4.3.3.6	PTHR31829 PTHR31829:SF5	PF01680
Phatr3_J15338	GO:0005515		PTHR23308	PF00498
Phatr3_J39325	GO:0016020 GO:0016021			
Phatr3_J15301	GO:0005515		PTHR44200	PF00226 PF13181 PF13639
Phatr3_J39483	GO:0003676	2.7.7.7	PTHR44381	PF07727
Phatr3_J48777	GO:0016853 GO:0006457 GO:0000413 GO:0003755 GO:0016020 GO:0016021		PTHR11071 PTHR11071:SF170	PF00160
Phatr3_J3924	GO:0004843 GO:0006508 GO:0006511 GO:0008233 GO:0008234 GO:0016787 GO:0005622 GO:0016579 GO:0036459		PTHR10589 PTHR10589:SF16	PF01088 PF18031
Phatr3_EG00369	GO:0016747		PTHR12317 PTHR12317:SF0	PF03982
Phatr3_J29793	GO:0003676 GO:0008168 GO:0032259 GO:0006479 GO:0008276		PTHR18895 PTHR18895:SF74	PF05175 PF17827
Phatr3_J15479	GO:0000166 GO:0005524 GO:0005509 GO:0004672 GO:0006468 GO:0016772 GO:0004674		PTHR24349 PTHR24349:SF95	PF00069
Phatr3_J39341	GO:0003676 GO:0015074 GO:0008270 GO:0046872 GO:0000943		PTHR11439 PTHR11439:SF204	PF00098 PF13976
Phatr3_EG01940	GO:0016020		PTHR23222 PTHR23222:SF0	PF01145
Phatr3_J22703	GO:0003676 GO:0090305 GO:0006139 GO:0008408 GO:0000176 GO:0044237 GO:0006396 GO:0005622 GO:0000166 GO:0003824		PTHR12124 PTHR12124:SF47	PF00570 PF01612 PF08066
Phatr3_EG00378	GO:0042578		PTHR11200 PTHR11200:SF11	PF02383
Phatr3_J39432	GO:0003993 GO:0046872 GO:0016311		PTHR43606 PTHR43606:SF2	PF09423 PF16655
Phatr3_J22658	GO:0003824 GO:0006396 GO:0005730 GO:0042254		PTHR11096 PTHR11096:SF1	PF01137 PF05189
Phatr3_J48876	GO:0005524 GO:0016887 GO:0016020 GO:0016021 GO:0000166		PTHR24221	
Phatr3_EG00407	GO:0016757 GO:0016021		PTHR31306 PTHR31306:SF4	PF05637
Phatr3_J48756	GO:0003723 GO:0001522 GO:0009451 GO:0009982		PTHR44168	PF00849
Phatr3_J29967	GO:0006913 GO:0006886 GO:0008565 GO:0008536 GO:0006606 GO:0005634		PTHR10527 PTHR10527:SF1	PF03810
Phatr3_J22819	GO:0016021		PTHR11266 PTHR11266:SF8	PF04117
Phatr3_J7235	GO:0016020 GO:0016021			PF09980
Phatr3_J15482	GO:0016021 GO:0006508 GO:0004252 GO:0016020 GO:0016787 GO:0008233		PTHR22936	PF01694
Phatr3_J29812	GO:0000166 GO:0005524 GO:0005737 GO:0005856		PTHR11937 PTHR11937:SF278	PF00022
Phatr3_J48778	GO:0000062 GO:0016020 GO:0016021		PTHR23310	PF00887
Phatr3_J39329	GO:0005515		PTHR24413	PF00651
Phatr3_EG00416	GO:0009507 GO:0016020 GO:0018298 GO:0016021 GO:0015979 GO:0009523 GO:0009579 GO:0016168 GO:0009765 GO:0009535		PTHR21649 PTHR21649:SF15	PF00504
Phatr3_J48823	GO:0016020 GO:0016021			
Phatr3_EG01942	GO:0003676			
Phatr3_J42255	GO:0055114 GO:0016491		PTHR43364 PTHR43364:SF4	PF00248
Phatr3_J15468	GO:0000155 GO:0000160 GO:0007165 GO:0023014 GO:0006355 GO:0003700 GO:0005622		PTHR24351 PTHR24351:SF173	PF07716 PF13426
Phatr3_J48822	GO:0003746 GO:0006414 GO:0005853		PTHR11595 PTHR11595:SF21	PF00736
Phatr3_J48784	GO:0016020 GO:0016021			PF04230
Phatr3_EG00410	GO:0000184 GO:0004386 GO:0005737 GO:0003677 GO:0005524 GO:0008270		PTHR10887 PTHR10887:SF388	PF09416 PF13086 PF13087 PF18141
Phatr3_J15393	GO:0045892 GO:0055114 GO:0016491 GO:0010181 GO:0003955	1.6.5.2	PTHR30546 PTHR30546:SF20	PF03358
Phatr3_J15281	GO:0016020 GO:0016021		PTHR10783 PTHR10783:SF45	PF02656
Phatr3_EG00359	GO:0008168		PTHR12176 PTHR12176:SF16	PF08241
Phatr3_J39419	GO:0019867		PTHR12815 PTHR12815:SF11	PF01103
Phatr3_J15374	GO:0006434 GO:0004828 GO:0000166 GO:0005524 GO:0005737 GO:0004812 GO:0006418	6.1.1.11	PTHR43697	PF00587 PF02403
Phatr3_J48834	GO:0016020 GO:0016021		PTHR12203 PTHR12203:SF56	PF05686
Phatr3_J48800	GO:0006355 GO:0007165 GO:0003700 GO:0043565			PF00989
Phatr3_J48904	GO:0016020 GO:0016021 GO:0055085		PTHR10778 PTHR10778:SF8	PF08449
Phatr3_J4846	GO:0008152 GO:0008168 GO:0032259		PTHR42912	PF08241
Phatr3_J39253	GO:0003824 GO:0008152 GO:0005515		PTHR36220	
Phatr3_J48862	GO:0055114 GO:0016491		PTHR43827	PF00248
Phatr3_J48887	GO:0005506 GO:0055114 GO:0016491 GO:0016706 GO:0016705 GO:0031418 GO:0046872		PTHR10869 PTHR10869:SF84	PF01549 PF13640
Phatr3_J48728	GO:0005854		PTHR21713	PF01849
Phatr3_J29824	GO:0000166 GO:0005524 GO:0005737 GO:0004812 GO:0006418 GO:0004822 GO:0006428 GO:0006450 GO:0002161 GO:0000049 GO:0016874 GO:0006412 GO:0106074	6.1.1.5	PTHR42780	PF00133 PF08264
Phatr3_J39392	GO:0019012 GO:0016032 GO:0009190 GO:0016849 GO:0035556 GO:0005622	3.6.1.15	PTHR16305	PF00211 PF01006
Phatr3_J15297	GO:0055114 GO:0016491 GO:0008152		PTHR24320	PF00106
Phatr3_EG02242	GO:0043547 GO:0032012 GO:0005086 GO:0016021		PTHR10663 PTHR10663:SF311	PF01369 PF09324 PF12783 PF16213
Phatr3_J39469	GO:0016020 GO:0016021			
Phatr3_J48896	GO:0016020 GO:0016021			
Phatr3_EG00389	GO:0003676	2.7.7.7	PTHR44381	PF07727
Phatr3_J48711	GO:0016020 GO:0016021			
Phatr3_J39499	GO:0052726 GO:0052725 GO:0047325 GO:0032957 GO:0000287 GO:0005524 GO:0016310 GO:0005622	2.7.1.134 2.7.1.159	PTHR14217 PTHR14217:SF1	PF05770 PF17927
Phatr3_J15323	GO:0003824 GO:0008152		PTHR10992 PTHR10992:SF989	PF00561
Phatr3_J48715	GO:0016020 GO:0016021			
Phatr3_J15294	GO:0016740 GO:0005737 GO:0008033 GO:0016783		PTHR43052	PF02657 PF03054
Phatr3_J52468	GO:0016021 GO:0000166 GO:0005524 GO:0046872 GO:0008152 GO:0016787 GO:0030001 GO:0006812 GO:0098655 GO:0019829 GO:0016020 GO:0099132		PTHR43520 PTHR43520:SF8	PF00122 PF00403 PF00702
Phatr3_J48783	GO:0005524 GO:0004672 GO:0006468 GO:0016772		PTHR24349 PTHR24349:SF96	PF00069
Phatr3_J39474	GO:0003676	2.7.7.7	PTHR44381 PTHR44381:SF3	PF07727
Phatr3_J39347	GO:0016020 GO:0016021			
Phatr3_J48747	GO:0005634		PTHR10694 PTHR10694:SF8	PF02373 PF02375 PF02928
Phatr3_J48893	GO:0016020 GO:0016021			
Phatr3_J15354	GO:0006396 GO:0005622 GO:0003676 GO:0005515		PTHR23270	PF00575
Phatr3_J48793	GO:0035434 GO:0005375 GO:0016021 GO:0016020		PTHR12483	PF04145
Phatr3_J48773	GO:0005509		PTHR23064 PTHR23064:SF18	
Phatr3_J48911	GO:0016740 GO:0016779 GO:0003723 GO:0006396		PTHR13734 PTHR13734:SF5	PF01743
Phatr3_J39274	GO:0016021 GO:0005509 GO:1902600 GO:0006810 GO:0055085 GO:0006812 GO:0015299 GO:0006813 GO:0016020		PTHR16254 PTHR16254:SF6	PF00999 PF02254
Phatr3_J48732	GO:0031418 GO:0016705 GO:0055114 GO:0016491 GO:0005506		PTHR10869 PTHR10869:SF84	PF01549 PF13640
Phatr3_J22677	GO:0006629	1.14.19.17	PTHR12879	PF00487 PF08557
Phatr3_J48857	GO:0046872 GO:0006397 GO:0003676		PTHR13165	PF12066
Phatr3_J48781	GO:0005515			PF13374
Phatr3_J22739	GO:1901679 GO:0005338 GO:0015780 GO:0016020 GO:0016021 GO:0006810 GO:0000139 GO:0005351 GO:0008643 GO:0090481 GO:0015165		PTHR10231 PTHR10231:SF36	PF04142
Phatr3_J39506	GO:0003676 GO:0015074	2.7.7.7	PTHR44381 PTHR44381:SF3	PF07727
Phatr3_J48763	GO:0070985 GO:0016538 GO:0006355 GO:0006351 GO:0000079 GO:0019901		PTHR10026 PTHR10026:SF8	
Phatr3_EG02452	GO:0055114 GO:0016491		PTHR13847 PTHR13847:SF248	PF01266
Phatr3_J48762	GO:0055114 GO:0016491		PTHR42840 PTHR42840:SF5	PF01408
Phatr3_J48790	GO:0008168 GO:0032259 GO:0018423		PTHR13600	PF04072
Phatr3_J39421	GO:0016020 GO:0055085 GO:0005216 GO:0005247 GO:0006821 GO:0034220 GO:0044070 GO:0016021 GO:1902476		PTHR43427	PF00654
Phatr3_J51157	GO:0000166 GO:0005524 GO:0005737 GO:0005856		PTHR11937 PTHR11937:SF278	PF00022
Phatr3_J15423	GO:0006222 GO:0004152 GO:0016020 GO:0055114 GO:0003824 GO:0006207 GO:0016627 GO:0005737 GO:0016491 GO:0005739 GO:0005743 GO:0044205	1.3.5.2	PTHR43517	PF01180
Phatr3_J48883	GO:0008152 GO:0016881		PTHR10044 PTHR10044:SF123	PF00179
Phatr3_EG01944	GO:0003676	2.7.7.7	PTHR44381	PF07727
Phatr3_J15481	GO:0000166 GO:0005524 GO:0004812 GO:0006418 GO:0005515		PTHR14085	PF00400 PF08149
Phatr3_J54952	GO:0055114 GO:0016491 GO:0010181 GO:0048037		PTHR13343 PTHR13343:SF14	PF10615 PF13883
Phatr3_J48794	GO:0016020 GO:0016021 GO:0006810 GO:0006811 GO:0055085 GO:0005216 GO:0034220 GO:0005249 GO:0008076 GO:0006813 GO:0071805		PTHR11537 PTHR11537:SF14	PF00520
Phatr3_J48767	GO:0016651 GO:0022900		PTHR12219 PTHR12219:SF8	PF04800
Phatr3_J39357	GO:0017056 GO:0005622 GO:0006913		PTHR13405	
Phatr3_J42245	GO:0004174 GO:0055114 GO:0051536 GO:0022900		PTHR10617 PTHR10617:SF107	PF05187 PF13450
Phatr3_J48865	GO:0006004 GO:0004560 GO:0005975	3.2.1.51	PTHR10030 PTHR10030:SF40	PF01120 PF16757
Phatr3_J2215	GO:0009058		PTHR12526 PTHR12526:SF460	
Phatr3_EG02239	GO:0000166 GO:0005524 GO:0008152 GO:0005874 GO:0007018 GO:0008017 GO:0003777 GO:0005871 GO:0003774		PTHR24115 PTHR24115:SF730	PF00225
Phatr3_J42247	GO:0000166 GO:0005524 GO:0005737 GO:0003676 GO:0006412 GO:0016874 GO:0004812 GO:0006418 GO:0006421 GO:0004816	6.1.1.22	PTHR22594 PTHR22594:SF44	PF00152 PF01336
Phatr3_J48746	GO:0035091		PTHR15629	PF00787 PF04366
Phatr3_J48718	GO:0016020 GO:0016021		PTHR42775	PF03773
Phatr3_J48915	GO:0090305 GO:0004518		PTHR33607	PF04231
Phatr3_J7337	GO:0016021 GO:0006810 GO:0016192 GO:0016020 GO:0015031		PTHR23137 PTHR23137:SF6	PF04178
Phatr3_J29887	GO:0019358 GO:0004516 GO:0004514 GO:0009435 GO:0003824	6.3.4.21	PTHR11098 PTHR11098:SF17	PF04095 PF17767 PF17956
Phatr3_J22797	GO:0016020 GO:0016021		PTHR13116 PTHR13116:SF5	PF01956
Phatr3_J48723	GO:0006508 GO:0004222 GO:0005515 GO:0016020 GO:0016021		PTHR42837	PF02163
Phatr3_J54956	GO:0003676		PTHR13516	PF01918
Phatr3_J39288	GO:0008146 GO:0016021			PF03567
Phatr3_J48799	GO:0006629 GO:0008152 GO:0016020 GO:0016021 GO:0016787 GO:0016042		PTHR14226 PTHR14226:SF43	PF01734
Phatr3_EG02238	GO:0016740 GO:0003824 GO:0008152 GO:0008295 GO:0004014 GO:0006596	2.5.1.16 4.1.1.50	PTHR11558 PTHR11558:SF32	PF01564 PF02675
Phatr3_J48885	GO:0005515		PTHR10648 PTHR10648:SF4	PF00595
Phatr3_J39457	GO:0016020 GO:0016021			
Phatr3_J48861	GO:0008152 GO:0016787			
Phatr3_J39402	GO:0016020 GO:0016021		PTHR13018	PF02714 PF13967 PF14703
