Gene ID	GO	KO	PFAM
SM000024S07739	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
SM000024S07742	GO:0008138 GO:0016311		PF16561 PF00782
SM000024S07744	GO:0004222 GO:0006508	K07765	PF02163
SM000024S07745	GO:0051536	K03940	PF01058
SM000024S07752	GO:0004252 GO:0016021		PF01694
SM000024S07753	GO:0006886 GO:0016192	K20184	PF00637
SM000024S07754	GO:0007275		PF04690
SM000024S07755	GO:0016020 GO:0016021	K15289	PF00892
SM000024S07758	GO:0004425		PF00218
SM000024S07759	GO:0003677 GO:0003824		PF02739 PF01367
SM000024S07760	GO:0019239	K01490	PF00962
SM000024S07768	GO:0005524	K07767	PF00004 PF17862 PF13401
SM000024S07769	GO:0005525	K19828	PF01926
SM000024S07770	GO:0046872		PF13639 PF00097
SM000024S07773	GO:0016559 GO:0005779		PF05648
SM000024S07774	GO:0005515		PF13516
SM000024S07775	GO:0016746	K00627	PF00198 PF00364 PF02817
SM000024S07777	GO:0016491	K17839	PF01593 PF13450 PF00890
SM000024S07784	GO:0016757		PF04577
SM000024S07788	GO:0004672 GO:0005524 GO:0006468	K04371	PF00069 PF07714
SM000024S07796	GO:0046961 GO:1902600 GO:0000221	K02144	PF03224 PF11698
SM000024S07797	GO:0022857 GO:0055085 GO:0016021		PF00083 PF07690
SM000024S07798	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000024S07800	GO:0003924 GO:0005525	K02355	PF00009 PF14492 PF03764 PF00679 PF03144
SM000024S07803	GO:0000398	K11984	PF03343
SM000024S07804	GO:0005524 GO:0016887	K12608	PF00005
SM000024S07807	GO:0003677		PF08755
SM000024S07813	GO:0004553 GO:0005975		PF00332 PF07983
SM000024S07814	GO:0004298 GO:0051603 GO:0005839	K02735	PF00227
SM000024S07817	GO:0003755 GO:0000413	K09565	PF00160
SM000024S07818	GO:0003676 GO:0005524	K12811	PF00270 PF00271
SM000024S07822	GO:0009058 GO:0016851	K03403	PF02514 PF11965
SM000024S07825	GO:0003824	K22696	PF01063
SM000024S07826	GO:0003713 GO:0006406 GO:0045893 GO:0000124 GO:0005643	K11368	PF10163
SM000024S07827	GO:0005515	K11805	PF00400
SM000024S07828	GO:0006355 GO:0005634 GO:0042025		PF04065 PF04153
SM000024S07829	GO:0008198 GO:0016491 GO:0006725	K15777	PF02900
SM000024S07830	GO:0005743 GO:0070469 GO:0008121		PF10890 PF02939
SM000024S07834	GO:0008168 GO:0032259	K21971	PF01189 PF01728
SM000024S07835	GO:0008080 GO:0016747		PF00583 PF08445
SM000024S07837	GO:0003676 GO:0005524	K10899	PF00270 PF00271 PF00570 PF16124
SM000024S07843	GO:0016491	K00472	PF13640 PF03171
SM000024S07844	GO:0019239 GO:0003824 GO:0051536	K06941	PF00962 PF04055 PF13394
SM000024S07847	GO:0016409	K20003	PF01529
SM000024S07853	GO:0045454		PF00085
SM000024S07855	GO:0005515		PF00439
SM000024S07857	GO:0008168	K02303	PF00590
SM000024S07860	GO:0004797 GO:0005524	K00857	PF00265
SM000024S07861	GO:0005516	K01537	PF00689 PF00122 PF00702 PF13246 PF12515 PF00690
SM000024S07865	GO:0016831 GO:0030170 GO:0019752	K01580	PF00282 PF00266
SM000024S07866	GO:2001256 GO:0030176		PF06682
SM000024S07868	GO:0003924 GO:0005525	K03231	PF00009 PF03143 PF03144
SM000024S07869	GO:0003723	K14404	PF04146
SM000024S07872	GO:0003910 GO:0005524 GO:0006281 GO:0006310 GO:0003677 GO:0004484 GO:0006370		PF01068 PF04675 PF04679 PF09414 PF01331
SM000024S07873	GO:0046873 GO:0030001 GO:0016020	K21398	PF01566
SM000024S07874	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000024S07876	GO:0005515		PF00400
SM000024S07878	GO:0002161		PF04073
SM000024S07879	GO:0003676	K12897	PF00076
SM000025S08314	GO:0055085 GO:0016020	K22048	PF00924
SM000025S08316	GO:0046855	K01092	PF00459
SM000025S08317	GO:0031072 GO:0051082	K03686	PF01556 PF00226 PF00684
SM000025S08319	GO:0008374 GO:0006629 GO:0016788	K22389	PF02450 PF07819 PF05057
SM000025S08320	GO:0016491 GO:0045454	K22182	PF07992 PF02852 PF00070 PF13738 PF00890
SM000025S08321	GO:0030234 GO:0019348 GO:0030176		PF07297
SM000025S08323	GO:0005515		PF07719 PF13424 PF13181 PF13176 PF14559 PF13374
SM000025S08325	GO:0003735 GO:0006412 GO:0005840	K02878	PF00252
SM000025S08326	GO:0016301		PF00781
SM000025S08327	GO:0016616 GO:0016491	K00026	PF02866 PF00056
SM000025S08328	GO:0005515		PF13855 PF12799 PF08263
SM000025S08330	GO:0003989 GO:0006633 GO:0009317	K01962	PF03255 PF01039
SM000025S08331	GO:0033925 GO:0005737	K01227	PF03644
SM000025S08332	GO:0004553 GO:0005975	K01179	PF00150
SM000025S08336	GO:0005515 GO:0004252 GO:0006508		PF13365 PF13180 PF00089
SM000025S08339	GO:0005506 GO:0016491 GO:0008610		PF04116
SM000025S08341	GO:0003676		PF00076
SM000025S08347	GO:0050661 GO:0051287		PF01794 PF03807 PF10727 PF07991 PF03446 PF02826
SM000025S08352	GO:0003735 GO:0006412 GO:0005840	K02970	PF01165
SM000025S08353	GO:0005515	K24730	PF00400
SM000025S08356	GO:0000160 GO:0000155 GO:0007165		PF02518 PF00072 PF00512
SM000025S08359	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005 PF08370
SM000025S08363	GO:0003735	K02902	PF00830
SM000025S08364	GO:0003824	K01115	PF12357 PF00614 PF13091
SM000025S08366	GO:0005515	K24725	PF00400
SM000025S08367	GO:0008168		PF01189
SM000025S08368	GO:0016757		PF04577
SM000025S08369	GO:0008168		PF03141 PF08241
SM000025S08370	GO:0003676		PF00076
SM000025S08374	GO:0008168 GO:0006480 GO:0008757 GO:0009312 GO:0009877		PF13649 PF08241 PF13847 PF13489 PF08242 PF02353 PF01209 PF05175 PF01739 PF05891 PF05401 PF03848 PF07021
SM000025S08375	GO:0005515 GO:0006364 GO:0032040	K14555	PF00400 PF08625
SM000025S08377	GO:0003700 GO:0006355		PF00847
SM000025S08379	GO:0050661		PF03807 PF01794 PF07991 PF03446
SM000025S08380	GO:0055085 GO:0016021	K13754	PF01699
SM000025S08381	GO:0005524 GO:0009378 GO:0006281 GO:0006310 GO:0016887		PF00004 PF17862 PF05496 PF07728
SM000025S08382	GO:0003689 GO:0005524 GO:0006260 GO:0005663	K10754	PF08519 PF00004
SM000025S08383	GO:0005524 GO:0051082 GO:0006457		PF00183 PF13589 PF02518
SM000025S08384	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069 PF17667
SM000025S08386	GO:0010277 GO:0016491 GO:0051537		PF08417 PF00355
SM000025S08387	GO:0003735 GO:0006412 GO:0005840		PF00861
SM000025S08390	GO:0007165	K20642	PF00620 PF00786
SM000025S08391	GO:0005515	K03249	PF13012 PF01398
SM000025S08393	GO:0015079 GO:0071805 GO:0016020	K03549	PF02705
SM000025S08396	GO:0005509 GO:0015979 GO:0009523 GO:0009654 GO:0019898		PF01789
SM000025S08397	GO:0046872 GO:0030001	K17686	PF00122 PF00702 PF00403
SM000025S08399	GO:0003723 GO:0004540	K18758	PF00773 PF17849
SM000025S08403	GO:0008270 GO:0004842 GO:0005680	K03868	PF12678 PF12861 PF13639
SM000025S08409	GO:0002098 GO:0033588	K11375	PF05625
SM000025S08411	GO:0000166 GO:0004812 GO:0005524 GO:0006418	K01873	PF00133 PF08264 PF09334
SM000025S08412	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005
SM000025S08413	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005
SM000025S08415	GO:0003924 GO:0005525		PF02263
SM000025S08420	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005 PF12698
SM000025S08423	GO:0003924 GO:0005525		PF02263 PF02841
SM000025S08426	GO:0042254	K02941	PF17777 PF00428 PF00466
SM000025S08427	GO:0008080 GO:0016747	K20791	PF00583 PF13673 PF13508 PF08445
SM000025S08429	GO:0005634	K14774	PF06862
SM000025S08430	GO:0003690 GO:0006355		PF02536
SM000025S08433	GO:0003735 GO:0006412 GO:0005840	K02867	PF03946 PF00298
SM000025S08434	GO:0003677 GO:0003887 GO:0006260 GO:0003676 GO:0005524	K02349	PF00476 PF00270 PF00271
SM000025S08435	GO:0055085 GO:0016021	K13947	PF03547
SM000025S08436	GO:0045454		PF00085
SM000025S08437	GO:0008017 GO:0007059 GO:0051301		PF07160
SM000025S08438	GO:0003723	K03595	PF07650
SM000025S08439	GO:0008199 GO:0006879		PF00210
SM000025S08440	GO:0003700 GO:0043565 GO:0006355 GO:0042025		PF00447
SM000025S08444	GO:0008061 GO:0005576		PF01607
SM000025S08445	GO:0008061 GO:0005576		PF04674 PF01607
SM000025S08448	GO:0005759	K15414	PF02330
SM000025S08449	GO:0016020 GO:0016021		PF03151 PF00892
SM000025S08452	GO:0008519 GO:0015696 GO:0016020	K03320	PF00909
SM000025S08454	GO:0016491	K00326	PF00970 PF00175
SM000025S08455	GO:0055085 GO:0016020 GO:0016021	K15277	PF08449 PF00892
SM000025S08456	GO:0016020		PF04535 PF01284
SM000025S08457	GO:0003676 GO:0005524 GO:0003677 GO:0016787		PF00270 PF00271 PF04851
SM000025S08458	GO:0005515		PF12796 PF13637 PF00023 PF13857 PF13606
SM000025S08460	GO:0005515	K18752	PF13513 PF02985
SM000025S08467	GO:0003700 GO:0043565 GO:0006355	K13425	PF03106
SM000025S08468	GO:0008270		PF07496
SM000025S08474	GO:0003677 GO:0006355		PF02365
SM000025S08476	GO:0003755 GO:0000413		PF00160
SM000026S08838	GO:0004601 GO:0020037 GO:0006979		PF00141
SM000026S08839	GO:0004222 GO:0005524 GO:0006508 GO:0016887	K08955	PF01434 PF00004 PF17862 PF07728
SM000026S08840	GO:0005515	K24926	PF00515 PF07719 PF13181
SM000026S08843	GO:0004672 GO:0005524 GO:0006468 GO:0005509 GO:0008270		PF00069 PF07714 PF13499 PF02622 PF13202 PF13833 PF12906
SM000026S08845	GO:0003676	K12872	PF00076 PF16131
SM000026S08848	GO:0016491		PF03435
SM000026S08852	GO:0008312 GO:0030942 GO:0006614 GO:0005786	K03104	PF02290
SM000026S08854	GO:0005506 GO:0016705 GO:0020037	K09837	PF00067
SM000026S08856	GO:0004518 GO:0034477	K23093	PF09749
SM000026S08857	GO:0003924 GO:0005525		PF00071
SM000026S08866	GO:0006281 GO:0003684		PF00817 PF11799
SM000026S08868	GO:0005515		PF00514
SM000026S08869	GO:0051287	K01251	PF05221 PF00670 PF02826 PF07991
SM000026S08872	GO:0008237 GO:0008270	K01254	PF01433 PF09127 PF17900 PF12697 PF00561
SM000026S08873	GO:0008176 GO:0006400	K03439	PF02390
SM000026S08874	GO:0003676 GO:0008270 GO:0006351	K03019	PF01096 PF02150
SM000026S08878	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069 PF06293
SM000026S08879	GO:0044237	K03754	PF01008
SM000026S08882	GO:0016620	K05298	PF02800 PF00044 PF02672
SM000026S08883	GO:0003824		PF01370
SM000026S08884	GO:0005509		PF13405
SM000026S08885	GO:0022857 GO:0055085 GO:0016020		PF13520 PF00324
SM000026S08888	GO:0003735 GO:0006412 GO:0005840		PF00411
SM000026S08890	GO:0004553 GO:0005975		PF00150
SM000026S08896	GO:0016157 GO:0005985	K00696	PF00534 PF05116 PF13692 PF00862
SM000026S08900	GO:0031072 GO:0051082	K03686	PF01556 PF00226 PF00684
SM000026S08901	GO:0003924 GO:0005525	K02355	PF00009 PF03764 PF14492 PF00679 PF03144
SM000026S08902	GO:0008417 GO:0006486 GO:0016020		PF00852
SM000026S08903	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000026S08904	GO:0003676 GO:0005524		PF00270 PF00271
SM000026S08910	GO:0005515		PF00514
SM000026S08913	GO:0004185 GO:0006508	K16297	PF00450
SM000026S08914	GO:0005524 GO:0009029 GO:0009245	K00912	PF02606
SM000026S08915	GO:0006629 GO:0005515		PF01734 PF13855
SM000026S08917	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000026S08921	GO:0003677 GO:0003899 GO:0006351	K03014	PF01192
SM000026S08922	GO:0008250 GO:0016021	K12668	PF02109
SM000026S08923	GO:0005524		PF08544 PF00288
SM000026S08924	GO:0004425	K01609	PF00218
SM000026S08925	GO:0055085 GO:0016021 GO:0005509		PF01699 PF13499 PF13833
SM000026S08928	GO:0000902		PF03775
SM000026S08929	GO:0051287 GO:0004471	K00029	PF03949 PF00390
SM000026S08930	GO:0005524 GO:0003676 GO:0004519		PF00176 PF00271 PF01844
SM000026S08938	GO:0016020	K14998	PF02104
SM000026S08939	GO:0030599 GO:0042545		PF01095
SM000026S08943	GO:0030599 GO:0042545		PF01095
SM000026S08946	GO:0003676		PF00076
SM000026S08948	GO:0005515 GO:0005509		PF13181 PF13432 PF13174 PF13202
SM000026S08949	GO:0006887 GO:0005737	K19984	PF07393
SM000026S08950	GO:0004866		PF17973 PF00207
SM000026S08952	GO:0003824 GO:0003723 GO:0006355	K00826	PF01063 PF01029
SM000026S08953	GO:0030599 GO:0042545		PF01095
SM000026S08954	GO:0006367 GO:0005672	K03122	PF03153
SM000026S08955	GO:0005515		PF00498
SM000026S08960	GO:0003872 GO:0006096	K00850	PF00365
SM000026S08961	GO:0005507 GO:0016491	K00423	PF07732 PF00394 PF07731
SM000026S08962	GO:0005515	K12862	PF00400
SM000026S08964	GO:0004672 GO:0005524 GO:0006468 GO:0004842 GO:0016567		PF00069 PF07714 PF04564
SM000026S08965	GO:0005515		PF12937
SM000026S08967	GO:0016491		PF14226 PF03171
SM000026S08968	GO:0003676 GO:0005524 GO:0003723 GO:0004386 GO:0005634	K16911	PF00270 PF08152 PF00271
SM000026S08972	GO:0005515 GO:0004842 GO:0016567		PF00514 PF04564
SM000026S08974	GO:0005515		PF00400
SM000026S08976	GO:0005524 GO:0030983 GO:0006298		PF00488 PF01713
SM000026S08982	GO:0022857 GO:0055085 GO:0016021		PF07690 PF00083
SM000026S08985	GO:0106073 GO:0006488	K03850	PF04922
SM000026S08987	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000026S08988	GO:0004602 GO:0006979		PF00255
SM000026S08992	GO:0005515		PF02138 PF15787 PF14844 PF16057 PF00400 PF13385
SM000026S08993	GO:0048193 GO:0005783	K20474	PF04437
SM000026S08994	GO:0005515	K13113	PF00240 PF14560
SM000026S08997	GO:0016603 GO:0017186	K22757	PF05096
SM000026S08998	GO:0005524 GO:0016887		PF07065 PF00005
SM000026S09001	GO:0008081 GO:0006629		PF03009
SM000026S09004	GO:0009235		PF10229
SM000026S09005	GO:0016020		PF02485
SM000026S09006	GO:0045454 GO:0016491 GO:0016209		PF00085 PF13899 PF13098 PF08534 PF00578
SM000026S09008	GO:0005515		PF00515 PF07719 PF13176 PF13432 PF13181
SM000026S09010	GO:0008080	K14521	PF13718 PF13725 PF05127 PF08351
SM000026S09011	GO:0071949 GO:0016491		PF01798 PF01494 PF01266 PF05834 PF00890 PF13450
SM000026S09012	GO:0005506 GO:0016491 GO:0008610	K04713	PF04116
SM000026S09013	GO:0120013 GO:0120009 GO:0005737		PF08718
SM000026S09017	GO:0008168 GO:0032259 GO:0003723	K06442	PF01728 PF01479
SM000027S09552	GO:0008199 GO:0006879		PF00210
SM000027S09554	GO:0003924 GO:0005525		PF02263
SM000027S09557	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005
SM000027S09558	GO:0003924 GO:0005525		PF01969 PF02263 PF02841
SM000027S09564	GO:0002098 GO:0033588	K11375	PF05625
SM000027S09568	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005
SM000027S09570	GO:0003735 GO:0006412 GO:0005840	K02974	PF01282
SM000027S09577	GO:0016787	K01466	PF01979
SM000027S09579	GO:0003824	K05954	PF00432
SM000027S09580	GO:0008184 GO:0005975	K00688	PF00343 PF00179
SM000027S09583	GO:0003755 GO:0000413	K03768	PF00160
SM000027S09586	GO:0003676 GO:0003723	K13126	PF00076 PF00658 PF13893
SM000027S09589	GO:0016491		PF07992
SM000027S09590	GO:0008081 GO:0006629		PF03009
SM000027S09592	GO:0046873 GO:0030001 GO:0016020	K14513	PF01566
SM000027S09595	GO:0003950 GO:0005515		PF00644 PF13857 PF13637 PF12796 PF13606 PF00023
SM000027S09596	GO:0046872	K13346	PF04757 PF13639 PF13923 PF13920 PF00097 PF13445 PF14634 PF14447
SM000027S09597	GO:0016020 GO:0005524 GO:0016887	K05681	PF01061 PF00005
SM000027S09598	GO:0003676	K12881	PF13865 PF00076
SM000027S09601	GO:0005506 GO:0016705 GO:0020037	K20771	PF00067
SM000027S09604	GO:0009916	K17893	PF01786
SM000027S09606	GO:0009555		PF15704
SM000027S09607	GO:0003824		PF01370
SM000027S09609	GO:0045454 GO:0005515	K03671	PF00085 PF00789
SM000027S09610	GO:0005515		PF00646 PF12937
SM000027S09612	GO:0003677 GO:0034061	K03512	PF14792 PF14791 PF14716 PF10391
SM000027S09613	GO:0005515 GO:0005737		PF14604 PF00018 PF07653 PF03114
SM000027S09614	GO:0005515	K14406	PF00400
SM000027S09616	GO:0008641	K03178	PF10585 PF00899 PF09358 PF16190 PF16191
SM000027S09617	GO:0003746 GO:0006414 GO:0005515	K03233	PF00647 PF02798 PF00043 PF14497 PF13417
SM000027S09618	GO:0050661 GO:0051287	K18121	PF03446 PF14833
SM000027S09619	GO:0043461	K07556	PF07542
SM000027S09621	GO:0016746 GO:0005509 GO:0003677 GO:0005524 GO:0016787	K13510	PF01553 PF13499 PF13833 PF13202 PF04851
SM000027S09625	GO:0016651 GO:0048038 GO:0051287		PF00346
SM000027S09631	GO:0008270	K11314	PF00249 PF00569
SM000027S09633	GO:0003723		PF01170 PF02926
SM000027S09634	GO:0005524 GO:0016491	K03609	PF01656 PF10609 PF13614 PF00142 PF02374 PF06564 PF09140
SM000027S09637	GO:0005515		PF13855
SM000027S09638	GO:0006886 GO:0006888 GO:0030127		PF04811 PF04815
SM000027S09639	GO:0004367 GO:0005975 GO:0016616 GO:0051287 GO:0046168	K00006	PF07479 PF01210
SM000027S09641	GO:0015078 GO:1902600 GO:0033180	K02148	PF03223
SM000027S09645	GO:0016758 GO:0005789	K03848	PF03155
SM000027S09646	GO:0003755 GO:0000413 GO:0005515		PF00160 PF00400
SM000027S09647	GO:0005515 GO:0016829 GO:0006099	K09667	PF00206 PF00515 PF13844 PF13414 PF07719 PF13181 PF13424 PF13176 PF13432 PF13374 PF10415 PF10373 PF13174
SM000027S09648	GO:0005524	K10755	PF08542 PF00004 PF13177 PF01443
SM000027S09649	GO:0004556 GO:0005509 GO:0005975 GO:0003824	K01176	PF07821 PF00128
SM000027S09650	GO:0000062 GO:0005515		PF00887 PF12796 PF13637 PF13857 PF00023 PF13606
SM000027S09651	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
SM000027S09654	GO:0003723 GO:0008173 GO:0006396	K03437	PF00588
SM000027S09655	GO:0003676 GO:0005524	K12858	PF00270 PF00271
SM000027S09658	GO:0016788		PF13472 PF00657
SM000027S09660	GO:0008168 GO:0003723 GO:0006355 GO:0032259	K03500	PF01189 PF01029 PF01728
SM000027S09662	GO:0003872 GO:0006096		PF00365
SM000027S09664	GO:0016192		PF03311
SM000027S09667	GO:0006629		PF01764
SM000027S09671	GO:0004672 GO:0005524 GO:0006468	K02206	PF00069 PF07714
SM000027S09673	GO:0010207	K08902	PF13326
SM000027S09676	GO:0003723 GO:0046872		PF00806 PF00642
SM000027S09679	GO:0046983		PF11891 PF00010
SM000027S09681	GO:0016020 GO:0016021		PF03151 PF00892
SM000027S09683	GO:0008299	K05356	PF00348
SM000027S09684	GO:0007030		PF09787
SM000027S09686	GO:0046912	K01647	PF00285
SM000027S09693	GO:0046872		PF01363
SM000027S09694	GO:0008168 GO:0006364	K22698	PF05879 PF04452
SM000027S09697	GO:0003755 GO:0000413	K12737	PF00160
SM000027S09702	GO:0005783		PF06624
SM000027S09704	GO:0004553 GO:0005975	K05349	PF00933 PF01915
SM000027S09706	GO:0003755	K14826	PF00254 PF17800
SM000027S09708	GO:0022857 GO:0055085 GO:0016020		PF13520 PF00324
SM000027S09709	GO:0004553 GO:0005975	K12373	PF00728 PF14845
SM000027S09710	GO:0043015	K16573	PF04130
SM000027S09712	GO:0003735 GO:0006412 GO:0005840	K02906	PF00297
SM000027S09714	GO:0005783		PF06624
SM000027S09717	GO:0004540 GO:0006397 GO:0004672 GO:0005524 GO:0006468	K08852	PF06479 PF00069 PF07714
SM000027S09721	GO:0065003 GO:0005739	K07555	PF06644
SM000027S09722	GO:0051287 GO:0050661	K23146	PF14833 PF03446
SM000027S09723	GO:2001070	K00703	PF16760 PF08323 PF13439 PF13579 PF00534
SM000027S09724	GO:0004553 GO:0005975	K12373	PF00728 PF14845
SM000027S09725	GO:0043015	K16573	PF04130
SM000028S10039	GO:0016491		PF13640
SM000028S10040	GO:0016787		PF00135 PF07859
SM000028S10041	GO:0003777 GO:0005524 GO:0008017 GO:0007018		PF00225 PF16796
SM000028S10042	GO:0016757		PF13641 PF13632 PF00535 PF13506
SM000028S10043	GO:0004417 GO:0009228	K00878	PF02110 PF08543
SM000028S10046	GO:0005515		PF13012 PF01398
SM000028S10055	GO:0003824	K05954	PF00432
SM000028S10056	GO:0008184 GO:0005975		PF00343 PF00179
SM000028S10057	GO:0008184 GO:0005975		PF00343
SM000028S10060	GO:0003755 GO:0000413	K03768	PF00160
SM000028S10066	GO:0046873 GO:0030001 GO:0016020	K14513	PF01566
SM000028S10067	GO:0003950		PF00644
SM000028S10071	GO:0003735 GO:0006412 GO:0005840	K02974	PF01282
SM000028S10072	GO:0016787	K01466	PF01979
SM000028S10073	GO:0016020 GO:0005524 GO:0016887	K05681	PF01061 PF00005
SM000028S10074	GO:0003676	K12881	PF00076 PF13865
SM000028S10076	GO:0005506 GO:0016705 GO:0020037	K20771	PF00067
SM000028S10077	GO:0016491	K08232	PF07992 PF00070
SM000028S10078	GO:0003676 GO:0003723	K13126	PF00076 PF00658 PF13893
SM000028S10079	GO:0008081 GO:0006629		PF03009
SM000028S10080	GO:0009916	K17893	PF01786
SM000028S10082	GO:0045454 GO:0005515	K03671	PF00085 PF00789
SM000028S10083	GO:0046872	K13346	PF04757 PF13639 PF13920 PF13923 PF00097 PF13445 PF14447 PF14634
SM000028S10085	GO:0003824		PF01370
SM000028S10086	GO:0005515		PF00646 PF12937
SM000028S10087	GO:0003677 GO:0034061	K03512	PF14792 PF14791 PF14716 PF10391
SM000028S10089	GO:0005515 GO:0005737		PF14604 PF00018 PF07653 PF03114
SM000028S10090	GO:0009555		PF15704
SM000028S10091	GO:0005515		PF00400
SM000028S10094	GO:0016746 GO:0005509	K13510	PF01553 PF13202
SM000028S10095	GO:0003746 GO:0006414 GO:0005515	K03233	PF00647 PF02798 PF00043 PF13417 PF14497 PF13410
SM000028S10097	GO:0043461	K07556	PF07542
SM000028S10105	GO:0008270	K11314	PF00249 PF00569
SM000028S10107	GO:0003723		PF01170 PF02926
SM000028S10109	GO:0071821	K11511	PF15630
SM000028S10110	GO:0005515		PF13855 PF12799 PF13516 PF00560
SM000028S10113	GO:0051287 GO:0050661		PF14833 PF03446
SM000028S10115	GO:0004367 GO:0005975 GO:0016616 GO:0051287 GO:0046168	K00006	PF07479 PF01210
SM000028S10116	GO:0008641	K03178	PF10585 PF00899 PF09358 PF16190 PF16191
SM000028S10117	GO:0015078 GO:1902600 GO:0033180	K02148	PF03223
SM000028S10124	GO:0043565		PF01997
SM000028S10125	GO:0000049 GO:0002098 GO:0034227	K14169	PF10288
SM000028S10129	GO:0005515	K00799	PF00043 PF13417 PF13410 PF02798 PF14497 PF13409
SM000028S10130	GO:0006886 GO:0006888 GO:0030127 GO:0008270	K14007	PF04811 PF04815 PF08033 PF04810 PF00626
SM000028S10131	GO:0006807	K11206	PF00795
SM000028S10133	GO:0005515		PF13855
SM000028S10134	GO:0007031 GO:0005779		PF04882
SM000028S10135	GO:0006886 GO:0006888 GO:0030127		PF04811 PF04815
SM000028S10136	GO:0043565		PF01997
SM000028S10137	GO:0016747		PF02458
SM000028S10139	GO:0016020		PF14523 PF05739
SM000028S10142	GO:0008033	K00784	PF13691
SM000028S10145	GO:0005515		PF00564
SM000028S10151	GO:0004298 GO:0051603 GO:0005839 GO:0004175 GO:0006511 GO:0019773	K02728	PF00227 PF10584
SM000028S10153	GO:0004298 GO:0051603 GO:0005839		PF00227
SM000028S10156	GO:0016747 GO:0006633 GO:0016020	K15397	PF08392 PF08541 PF02797
SM000028S10162	GO:0042254	K02864	PF00466
SM000028S10163	GO:0008483 GO:0030170	K00818	PF00202
SM000028S10165	GO:0004672 GO:0006468 GO:0005524	K13436	PF07714 PF00069
SM000028S10167	GO:0004553 GO:0005975		PF00150
SM000028S10168	GO:0003677 GO:0000786	K08066	PF00808 PF00125
SM000028S10169	GO:0003860 GO:0003824	K05605	PF16113 PF00378
SM000028S10173	GO:0015031		PF03398
SM000028S10175	GO:0015969	K00951	PF13328 PF04607
SM000028S10176	GO:0015297 GO:0042910 GO:0055085 GO:0016020		PF01554
SM000028S10178	GO:0003676		PF00076
SM000028S10179	GO:0005247 GO:0006821 GO:0055085 GO:0016020	K05016	PF00654 PF00571
SM000028S10180	GO:0003723 GO:0016779 GO:0006396		PF01743 PF12627
SM000028S10182	GO:0016021		PF01925
SM000028S10187	GO:0003824 GO:0003854 GO:0016616 GO:0006694	K01784	PF16363 PF01370 PF04321 PF01073 PF02719 PF07993
SM000028S10188	GO:0004222 GO:0006508 GO:0007155 GO:0016020	K01404	PF01457
