Gene ID	GO
Bathy06g02780	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g02780" target="_blank">Bathy06g02780</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008233" target="_blank">GO:0008233</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006508" target="_blank">GO:0006508</a>
Bathy06g02800	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g02800" target="_blank">Bathy06g02800</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006464" target="_blank">GO:0006464</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016881" target="_blank">GO:0016881</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">GO:0005622</a>
Bathy06g02810	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g02810" target="_blank">Bathy06g02810</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">GO:0003677</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006260" target="_blank">GO:0006260</a>
Bathy06g02840	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g02840" target="_blank">Bathy06g02840</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0055085" target="_blank">GO:0055085</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">GO:0016021</a>
Bathy06g02860	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g02860" target="_blank">Bathy06g02860</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006810" target="_blank">GO:0006810</a>
Bathy06g02880	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g02880" target="_blank">Bathy06g02880</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">GO:0005515</a>
Bathy06g02900	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g02900" target="_blank">Bathy06g02900</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">GO:0008152</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008168" target="_blank">GO:0008168</a>
Bathy06g02910	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g02910" target="_blank">Bathy06g02910</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016310" target="_blank">GO:0016310</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016772" target="_blank">GO:0016772</a>
Bathy06g02940	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g02940" target="_blank">Bathy06g02940</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006810" target="_blank">GO:0006810</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0055085" target="_blank">GO:0055085</a>
Bathy06g02970	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g02970" target="_blank">Bathy06g02970</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009055" target="_blank">GO:0009055</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0046872" target="_blank">GO:0046872</a>
Bathy06g02980	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g02980" target="_blank">Bathy06g02980</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008767" target="_blank">GO:0008767</a>
Bathy06g03000	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03000" target="_blank">Bathy06g03000</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005615" target="_blank">GO:0005615</a>
Bathy06g03070	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03070" target="_blank">Bathy06g03070</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008168" target="_blank">GO:0008168</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006364" target="_blank">GO:0006364</a>
Bathy06g03080	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03080" target="_blank">Bathy06g03080</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">GO:0016021</a>
Bathy06g03090	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03090" target="_blank">Bathy06g03090</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004672" target="_blank">GO:0004672</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006468" target="_blank">GO:0006468</a>
Bathy06g03110	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03110" target="_blank">Bathy06g03110</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006357" target="_blank">GO:0006357</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0033588" target="_blank">GO:0033588</a>
Bathy06g03120	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03120" target="_blank">Bathy06g03120</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">GO:0008152</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">GO:0003824</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">GO:0005488</a>
Bathy06g03130	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03130" target="_blank">Bathy06g03130</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008234" target="_blank">GO:0008234</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006508" target="_blank">GO:0006508</a>
Bathy06g03150	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03150" target="_blank">Bathy06g03150</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">GO:0005515</a>
Bathy06g03170	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03170" target="_blank">Bathy06g03170</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">GO:0005840</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">GO:0003723</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">GO:0006412</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">GO:0005622</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">GO:0003735</a>
Bathy06g03180	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03180" target="_blank">Bathy06g03180</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004765" target="_blank">GO:0004765</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>
Bathy06g03190	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03190" target="_blank">Bathy06g03190</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">GO:0016021</a>
Bathy06g03250	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03250" target="_blank">Bathy06g03250</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0055114" target="_blank">GO:0055114</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">GO:0016491</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006629" target="_blank">GO:0006629</a>
Bathy06g03260	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03260" target="_blank">Bathy06g03260</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>
Bathy06g03280	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03280" target="_blank">Bathy06g03280</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008610" target="_blank">GO:0008610</a>
Bathy06g03290	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03290" target="_blank">Bathy06g03290</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">GO:0016021</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015031" target="_blank">GO:0015031</a>
Bathy06g03300	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03300" target="_blank">Bathy06g03300</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">GO:0008270</a>
Bathy06g03320	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03320" target="_blank">Bathy06g03320</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a>
Bathy06g03330	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03330" target="_blank">Bathy06g03330</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0055114" target="_blank">GO:0055114</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">GO:0016491</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006629" target="_blank">GO:0006629</a>
Bathy06g03340	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03340" target="_blank">Bathy06g03340</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">GO:0005515</a>
Bathy06g03350	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03350" target="_blank">Bathy06g03350</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008168" target="_blank">GO:0008168</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0032259" target="_blank">GO:0032259</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">GO:0003676</a>
Bathy06g03380	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03380" target="_blank">Bathy06g03380</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0015031" target="_blank">GO:0015031</a>
Bathy06g03390	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03390" target="_blank">Bathy06g03390</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006629" target="_blank">GO:0006629</a>
Bathy06g03400	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03400" target="_blank">Bathy06g03400</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0046912" target="_blank">GO:0046912</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0044262" target="_blank">GO:0044262</a>
Bathy06g03420	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03420" target="_blank">Bathy06g03420</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008131" target="_blank">GO:0008131</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005507" target="_blank">GO:0005507</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0048038" target="_blank">GO:0048038</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0055114" target="_blank">GO:0055114</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009308" target="_blank">GO:0009308</a>
Bathy06g03430	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03430" target="_blank">Bathy06g03430</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008124" target="_blank">GO:0008124</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006729" target="_blank">GO:0006729</a>
Bathy06g03470	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03470" target="_blank">Bathy06g03470</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005525" target="_blank">GO:0005525</a>
Bathy06g03500	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03500" target="_blank">Bathy06g03500</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008299" target="_blank">GO:0008299</a>
Bathy06g03510	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03510" target="_blank">Bathy06g03510</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004497" target="_blank">GO:0004497</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0055114" target="_blank">GO:0055114</a>
Bathy06g03520	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03520" target="_blank">Bathy06g03520</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009058" target="_blank">GO:0009058</a>
Bathy06g03530	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03530" target="_blank">Bathy06g03530</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016042" target="_blank">GO:0016042</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003847" target="_blank">GO:0003847</a>
Bathy06g03540	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03540" target="_blank">Bathy06g03540</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004765" target="_blank">GO:0004765</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>
Bathy06g03560	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03560" target="_blank">Bathy06g03560</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005739" target="_blank">GO:0005739</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004408" target="_blank">GO:0004408</a>
Bathy06g03570	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03570" target="_blank">Bathy06g03570</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006486" target="_blank">GO:0006486</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030173" target="_blank">GO:0030173</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008373" target="_blank">GO:0008373</a>
Bathy06g03660	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03660" target="_blank">Bathy06g03660</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">GO:0006457</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051082" target="_blank">GO:0051082</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0031072" target="_blank">GO:0031072</a>
Bathy06g03680	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03680" target="_blank">Bathy06g03680</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008168" target="_blank">GO:0008168</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0032259" target="_blank">GO:0032259</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">GO:0003676</a>
Bathy06g03720	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03720" target="_blank">Bathy06g03720</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0045454" target="_blank">GO:0045454</a>
Bathy06g03760	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03760" target="_blank">Bathy06g03760</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005975" target="_blank">GO:0005975</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042578" target="_blank">GO:0042578</a>
Bathy06g03770	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03770" target="_blank">Bathy06g03770</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005525" target="_blank">GO:0005525</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003924" target="_blank">GO:0003924</a>
Bathy06g03780	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03780" target="_blank">Bathy06g03780</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006486" target="_blank">GO:0006486</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030173" target="_blank">GO:0030173</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008373" target="_blank">GO:0008373</a>
Bathy06g03800	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03800" target="_blank">Bathy06g03800</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0032040" target="_blank">GO:0032040</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006364" target="_blank">GO:0006364</a>
Bathy06g03820	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03820" target="_blank">Bathy06g03820</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004594" target="_blank">GO:0004594</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015937" target="_blank">GO:0015937</a>
Bathy06g03830	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03830" target="_blank">Bathy06g03830</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006904" target="_blank">GO:0006904</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016192" target="_blank">GO:0016192</a>
Bathy06g03840	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy06g03840" target="_blank">Bathy06g03840</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006486" target="_blank">GO:0006486</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030173" target="_blank">GO:0030173</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008373" target="_blank">GO:0008373</a>
