feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803863.1	57362	57552	+	XM_005855825.1		XP_005855887.1	vacuolar protein sorting-associated protein vps13		17362653	NGA_2107600	191	191	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803863.1	57362	57552	+	XP_005855887.1		XM_005855825.1	vacuolar protein sorting-associated protein vps13		17362653	NGA_2107600	191	63	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803863.1	58230	58365	-						17362654	NGA_2107100	136		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803863.1	58230	58365	-	XM_005855824.1		XP_005855886.1	hypothetical protein		17362654	NGA_2107100	136	136	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803863.1	58230	58365	-	XP_005855886.1		XM_005855824.1	hypothetical protein		17362654	NGA_2107100	136	45	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	23883	24446	+						17362647	NGA_0516200	564		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	23883	24446	+	XM_005855812.1		XP_005855874.1	phospholipase carboxylesterase family expressed		17362647	NGA_0516200	300	300	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	23883	24446	+	XP_005855874.1		XM_005855812.1	phospholipase carboxylesterase family expressed		17362647	NGA_0516200	300	100	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	27563	28894	+						17362650	NGA_0516500	1332		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	27563	28894	+	XM_005855815.1		XP_005855877.1	hypothetical protein		17362650	NGA_0516500	1131	1131	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	27563	28894	+	XP_005855877.1		XM_005855815.1	hypothetical protein		17362650	NGA_0516500	1131	376	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	36558	38529	+						17362648	NGA_0516400	1972		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	36558	38529	+	XM_005855814.1		XP_005855876.1	denn domain-containing protein 4b		17362648	NGA_0516400	574	574	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	36619	38529	+	XP_005855876.1		XM_005855814.1	denn domain-containing protein 4b		17362648	NGA_0516400	513	171	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	40460	42482	+					PSMA3	17362646	NGA_0516100	2023		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	40460	42482	+	XM_005855811.1		XP_005855873.1	20S proteasome subunit alpha 7	PSMA3	17362646	NGA_0516100	874	874	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	40460	42397	+	XP_005855873.1		XM_005855811.1	20S proteasome subunit alpha 7	PSMA3	17362646	NGA_0516100	789	262	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	49401	49763	+						17362651	NGA_0516600	363		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	49401	49763	+	XM_005855816.1		XP_005855878.1	hypothetical protein		17362651	NGA_0516600	190	190	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	49457	49516	+	XP_005855878.1		XM_005855816.1	hypothetical protein		17362651	NGA_0516600	60	19	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	56543	58626	+					DNAI2	17362649	NGA_0516300	2084		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	56543	58626	+	XM_005855813.1		XP_005855875.1	dynein intermediate chain 2, axonemal	DNAI2	17362649	NGA_0516300	1938	1938	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803862.1	56543	58626	+	XP_005855875.1		XM_005855813.1	dynein intermediate chain 2, axonemal	DNAI2	17362649	NGA_0516300	1938	645	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803861.1	7382	8166	+						17362645	NGA_2074700	785		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803861.1	7382	8166	+	XM_005855810.1		XP_005855872.1	hypothetical protein		17362645	NGA_2074700	294	294	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803861.1	7382	8166	+	XP_005855872.1		XM_005855810.1	hypothetical protein		17362645	NGA_2074700	294	97	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	3752	4945	-						17362642	NGA_0525600	1194		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	3752	4945	-	XM_005855808.1		XP_005855870.1	iojap-like protein		17362642	NGA_0525600	883	883	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	3752	4620	-	XP_005855870.1		XM_005855808.1	iojap-like protein		17362642	NGA_0525600	558	186	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	20948	21538	-						17362637	NGA_0525500	591		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	20948	21538	-	XM_005855807.1		XP_005855869.1	phosphoglycerate kinase		17362637	NGA_0525500	591	591	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	20948	21538	-	XP_005855869.1		XM_005855807.1	phosphoglycerate kinase		17362637	NGA_0525500	591	197	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	22577	23695	+						17362640	NGA_0525200	1119		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	22577	23695	+	XM_005855804.1		XP_005855866.1	testis 14		17362640	NGA_0525200	909	909	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	22577	23695	+	XP_005855866.1		XM_005855804.1	testis 14		17362640	NGA_0525200	909	302	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	46116	46733	-						17362644	NGA_0525400	618		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	46116	46733	-	XM_005855806.1		XP_005855868.1	vesicle transport protein		17362644	NGA_0525400	618	618	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	46116	46733	-	XP_005855868.1		XM_005855806.1	vesicle transport protein		17362644	NGA_0525400	618	205	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	47323	49513	+						17362639	NGA_0525000	2191		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	47323	49513	+	XM_005855802.1		XP_005855864.1	hypothetical protein		17362639	NGA_0525000	1414	1414	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	47351	48898	+	XP_005855864.1		XM_005855802.1	hypothetical protein		17362639	NGA_0525000	771	256	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	51129	51511	-						17362643	NGA_0525700	383		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	51129	51511	-	XM_005855809.1		XP_005855871.1	hypothetical protein		17362643	NGA_0525700	171	171	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	51129	51511	-	XP_005855871.1		XM_005855809.1	hypothetical protein		17362643	NGA_0525700	171	57	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	60377	61318	+					IMPA	17362641	NGA_0525100	942		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	60377	61318	+	XM_005855803.1		XP_005855865.1	myo-inositol-1(or 4)-monophosphatase	IMPA	17362641	NGA_0525100	942	942	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	60377	61318	+	XP_005855865.1		XM_005855803.1	myo-inositol-1(or 4)-monophosphatase	IMPA	17362641	NGA_0525100	942	313	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	63176	64379	-					RP-S3E	17362638	NGA_0525300	1204		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	63176	64379	-	XM_005855805.1		XP_005855867.1	small subunit ribosomal protein S3e	RP-S3E	17362638	NGA_0525300	953	953	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803860.1	63387	64369	-	XP_005855867.1		XM_005855805.1	small subunit ribosomal protein S3e	RP-S3E	17362638	NGA_0525300	732	243	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803859.1	8635	8994	-					ERCC5	17362634	NGA_2102000	360		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803859.1	8635	8994	-	XM_005855801.1		XP_005855863.1	DNA excision repair protein ERCC-5	ERCC5	17362634	NGA_2102000	360	360	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803859.1	8635	8994	-	XP_005855863.1		XM_005855801.1	DNA excision repair protein ERCC-5	ERCC5	17362634	NGA_2102000	360	120	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803859.1	11700	11841	-					ERCC5	17362635	NGA_2088900	142		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803859.1	11700	11841	-	XM_005855800.1		XP_005855862.1	DNA excision repair protein ERCC-5	ERCC5	17362635	NGA_2088900	142	142	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803859.1	11700	11841	-	XP_005855862.1		XM_005855800.1	DNA excision repair protein ERCC-5	ERCC5	17362635	NGA_2088900	142	47	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803859.1	13723	14592	-						17362636	NGA_2071100	870		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803859.1	13723	14592	-	XM_005855799.1		XP_005855861.1	hypothetical protein		17362636	NGA_2071100	870	870	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803859.1	13723	14592	-	XP_005855861.1		XM_005855799.1	hypothetical protein		17362636	NGA_2071100	870	290	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803858.1	1488	1648	-						17362633	NGA_2068200	161		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803858.1	1488	1648	-	XM_005855798.1		XP_005855860.1	hypothetical protein		17362633	NGA_2068200	161	161	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803858.1	1488	1648	-	XP_005855860.1		XM_005855798.1	hypothetical protein		17362633	NGA_2068200	161	53	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803857.1	33176	33470	+						17362632	NGA_2055600	295		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803857.1	33176	33470	+	XM_005855797.1		XP_005855859.1	hypothetical protein		17362632	NGA_2055600	295	295	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803857.1	33176	33470	+	XP_005855859.1		XM_005855797.1	hypothetical protein		17362632	NGA_2055600	295	98	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	7902	8136	+						17362630	NGA_2122410	235		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	7902	8136	+	XM_005855796.1		XP_005855858.1	hypothetical protein		17362630	NGA_2122410	235	235	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	7902	8136	+	XP_005855858.1		XM_005855796.1	hypothetical protein		17362630	NGA_2122410	235	77	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	8698	10983	-						17362629	NGA_2031810	2286		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	8698	10983	-	XM_005855792.1		XP_005855854.1	lyr family of fe s cluster biogenesis protein		17362629	NGA_2031810	404	404	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	8787	9065	-	XP_005855854.1		XM_005855792.1	lyr family of fe s cluster biogenesis protein		17362629	NGA_2031810	279	92	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	14682	16361	+						17362631	NGA_2076410	1680		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	14682	16361	+	XM_005855794.1		XP_005855856.1	tubulin tyrosine ligase		17362631	NGA_2076410	1680	1680	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	14955	16325	+	XP_005855856.1		XM_005855794.1	tubulin tyrosine ligase		17362631	NGA_2076410	1371	456	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	42845	43280	-						17362628	NGA_2119610	436		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	42845	43280	-	XM_005855795.1		XP_005855857.1	yth domain containing 2		17362628	NGA_2119610	436	436	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	42902	43279	-	XP_005855857.1		XM_005855795.1	yth domain containing 2		17362628	NGA_2119610	378	125	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	53592	55409	-						17362626	NGA_2029800	1818		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	53592	55409	-	XM_005855791.1		XP_005855853.1	c transferase		17362626	NGA_2029800	1818	1818	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	53807	55195	-	XP_005855853.1		XM_005855791.1	c transferase		17362626	NGA_2029800	1389	462	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	61863	62531	-						17362627	NGA_2069800	669		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	61863	62531	-	XM_005855793.1		XP_005855855.1	hypothetical protein		17362627	NGA_2069800	669	669	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803856.1	62014	62531	-	XP_005855855.1		XM_005855793.1	hypothetical protein		17362627	NGA_2069800	518	171	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803855.1	14937	16066	-						17362625	NGA_2027800	1130		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803855.1	14937	16066	-	XM_005855790.1		XP_005855852.1	trna pseudouridine synthase		17362625	NGA_2027800	1130	1130	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803855.1	14937	16066	-	XP_005855852.1		XM_005855790.1	trna pseudouridine synthase		17362625	NGA_2027800	1130	376	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803855.1	63092	64437	+						17362624	NGA_2004000	1346		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803855.1	63092	64437	+	XM_005855789.1		XP_005855851.1	hypothetical protein		17362624	NGA_2004000	1346	1346	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803855.1	63755	64437	+	XP_005855851.1		XM_005855789.1	hypothetical protein		17362624	NGA_2004000	683	228	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	87	659	+						17362622	NGA_0568910	573		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	87	659	+	XM_005855777.1		XP_005855839.1	guanylate kinase		17362622	NGA_0568910	573	573	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	87	659	+	XP_005855839.1		XM_005855777.1	guanylate kinase		17362622	NGA_0568910	573	190	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	7120	8751	+						17362611	NGA_0569210	1632		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	7120	8751	+	XM_005855779.1		XP_005855841.1	hypothetical protein		17362611	NGA_0569210	1136	1136	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	7365	8751	+	XP_005855841.1		XM_005855779.1	hypothetical protein		17362611	NGA_0569210	891	296	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	13496	16072	+						17362616	NGA_0569300	2577		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	13496	16072	+	XM_005855780.1		XP_005855842.1	hypothetical protein		17362616	NGA_0569300	1302	1302	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	13496	16072	+	XP_005855842.1		XM_005855780.1	hypothetical protein		17362616	NGA_0569300	1302	433	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	13597	14407	-						17362623	NGA_0569800	811		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	13597	14407	-	XM_005855785.1		XP_005855847.1	hypothetical protein		17362623	NGA_0569800	675	675	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	13654	14407	-	XP_005855847.1		XM_005855785.1	hypothetical protein		17362623	NGA_0569800	618	205	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	20713	22611	+						17362620	NGA_0569000	1899		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	20713	22611	+	XM_005855778.1		XP_005855840.1	major facilitator superfamily domain-containing protein 1 isoform 1		17362620	NGA_0569000	1899	1899	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	20713	22611	+	XP_005855840.1		XM_005855778.1	major facilitator superfamily domain-containing protein 1 isoform 1		17362620	NGA_0569000	1899	632	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	31937	32763	-						17362612	NGA_0569900	827		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	31937	32763	-	XM_005855786.1		XP_005855848.1	hypothetical protein		17362612	NGA_0569900	222	222	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	31937	32763	-	XP_005855848.1		XM_005855786.1	hypothetical protein		17362612	NGA_0569900	222	74	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	34969	35865	-						17362615	NGA_0569500	897		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803854.1	34969	35865	-	XM_005855782.1		XP_005855844.1	17-beta-hydroxysteroid dehydrogenase type 6		17362615	NGA_0569500	544	544	partial
